numero_dpe;conso_5_usages_ep;conso_5_usages_par_m2_ep;conso_chauffage_ep;conso_ecs_ep;conso_refroidissement_ep;conso_eclairage_ep;conso_auxiliaires_ep;conso_5 usages_ef;conso_5 usages_par_m2_ef;conso_chauffage_ef;conso_ecs_ef;conso_refroidissement_ef;conso_eclairage_ef;conso_auxiliaires_ef;conso_5 usages_ef_energie_n1;conso_chauffage_ef_energie_n1;conso_ecs_ef_energie_n1;conso_5 usages_ef_energie_n2;conso_chauffage_ef_energie_n2;Conso_ecs_ef_energie_n2;conso_5_usages_ef_energie_n3;conso_chauffage_ef_energie_n3;conso_ecs_ef_energie_n3;conso_chauffage_installation_chauffage_n1;conso_chauffage_generateur_n1_installation_n1;conso_chauffage_generateur_n2_installation_n1;conso_chauffage_installation_chauffage_n2;conso_chauffage_generateur_n1_installation_n2;conso_chauffage_generateur_n2_installation_n2;conso_ef_installation_ecs_n1;conso_ef_generateur_n1_ecs_n1;conso_ef_generateur_n2_ecs_n1;conso_refroidissement_annuel
2138N0345828X;3547,10;68,70;1936,70;1884,50;0,00;246,50;0,00;3346,20;64,90;1909,90;1317,30;0,00;107,20;0,00;3191,70;1889,20;1302,40;142,60;20,60;14,80;;;;;;;;;;;;;
2238N3115314Q;5537,50;125,00;3542,70;2273,70;0,00;65,70;8,20;5305,50;119,80;3526,70;1612,60;0,00;28,60;3,60;3446,70;3428,30;18,50;1680,30;86,20;1594,10;44,40;12,30;0,00;;;;;;;;;;
2138N0753116V;183433,70;77,50;71778,70;133216,40;0,00;11679,20;1374,00;172948,50;73,10;71390,00;94091,00;0,00;5077,90;597,40;164883,00;71091,00;93792,00;8065,50;299,00;299,00;;;;;;;;;;;;;
2338N4152825Y;3081,90;63,10;1321,70;1449,90;0,00;73,60;0,00;2891,10;59,20;1306,20;1449,90;0,00;32,00;0,00;2744,20;1294,30;1449,90;43,90;11,90;0,00;;;;;;;;;;;;;
2238N0423275R;3999,50;87,40;2116,90;2137,80;0,00;72,30;12,80;3792,40;82,90;2116,90;1516,20;0,00;31,40;5,50;3633,10;2116,90;1516,20;37,00;0,00;0,00;;;;;;;;;;;;;
2238N0547114S;2797,50;57,50;1099,60;1972,90;0,00;67,80;0,00;2628,70;54,00;1099,60;1399,20;0,00;29,50;0,00;2498,80;1099,60;1399,20;29,50;0,00;0,00;;;;;;;;;;;;;
2238N0314256Q;5539,90;56,70;3647,80;1653,90;0,00;452,80;79,90;2408,70;24,60;1586,00;510,00;0,00;196,90;34,70;2408,70;1586,00;510,00;;;;;;;;;;;;;;;;
2438N4431130A;4818,50;61,90;2020,40;2263,40;0,00;392,10;142,60;4334,90;55,80;1839,00;2263,40;0,00;170,50;62,00;372,00;139,50;0,00;;;;;;;;;;;;;;;;
2238N0533677X;4262,20;63,70;2285,40;2139,80;0,00;86,90;5,80;4002,60;59,90;2285,40;1517,60;0,00;37,80;2,50;3803,00;2285,40;1517,60;40,30;0,00;0,00;;;;;;;;;;;;;
2138N0333464J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338N3120752V;6184,40;61,60;4188,30;1136,20;0,00;471,50;221,90;2688,90;26,80;1821,00;494,00;0,00;205,00;96,50;2688,90;1821,00;494,00;;;;;;;;;;;;;;;;
2438N1341849N;3836,20;60,70;1214,20;2227,90;0,00;81,70;5,40;3613,40;57,20;1214,20;2227,90;0,00;35,50;2,40;3442,00;1214,20;2227,90;37,90;0,00;0,00;;;;;;;;;;;;;
2338N1953550L;8058,60;84,20;5334,20;2983,60;0,00;449,70;0,00;5083,50;53,10;3899,00;920,00;0,00;195,50;0,00;2795,00;2795,00;0,00;2288,50;1104,00;920,00;;;;;;;;;;;;;
2138N0455944D;6954,90;65,00;4554,60;1692,60;0,00;523,20;184,60;3023,90;28,00;1980,20;735,90;0,00;227,50;80,30;3023,90;1980,20;735,90;;;;;;;;;;;;;;;;
2238N0403405L;4138,20;95,70;2208,60;1751,20;163,60;63,30;0,00;2494,80;57,70;960,20;1235,50;71,10;27,50;0,00;1230,60;0,00;1230,60;1063,90;960,20;4,90;;;;;;;;;;;;;
2338N2372467Q;3773,80;76,20;2041,10;1426,20;0,00;67,70;4,20;3461,60;69,90;1902,20;1426,20;0,00;29,40;1,80;3221,50;1795,30;1426,20;138,10;106,90;0,00;;;;;;;;;;;;;
2238N1452752Y;2405,10;73,10;349,10;1999,30;0,00;45,60;2,70;2044,50;62,20;349,10;1417,90;0,00;19,80;1,20;1767,10;349,10;1417,90;21,00;0,00;0,00;;;;;;;;;;;;;
2338N2372455E;3074,40;66,10;1406,40;1380,10;0,00;63,60;4,00;2816,00;60,50;1310,70;1380,10;0,00;27,70;1,70;2617,20;1237,10;1380,10;103,00;73,60;0,00;;;;;;;;;;;;;
2238N1069814O;2265,70;103,30;1015,30;1459,80;0,00;33,40;11,10;2144,10;97,80;1015,30;1035,30;0,00;14,50;4,80;2050,60;1015,30;1035,30;19,40;0,00;0,00;;;;;;;;;;;;;
2238N1632997L;9447,00;65,60;5467,10;2493,90;0,00;683,50;361,80;4107,40;28,50;2377,00;769,00;0,00;297,20;157,30;4107,40;2377,00;769,00;;;;;;;;;;;;;;;;
2338N3367273K;3697,50;70,70;1975,50;1350,70;0,00;70,20;4,70;3320,30;63,50;1827,60;1331,20;0,00;30,50;2,00;3030,10;1713,90;1316,20;161,30;113,80;15,00;;;;;;;;;;;;;
2238N2205772G;6197,80;72,90;4091,20;2160,10;0,00;383,10;23,90;5724,80;67,40;3956,00;1519,00;0,00;166,60;10,40;5361,00;3852,00;1509,00;363,80;104,00;10,00;;;;;;;;;;;;;
2238N1182532W;2709,00;60,00;891,70;2104,00;0,00;66,80;3,90;2525,20;56,00;891,70;1492,20;0,00;29,00;1,70;2383,90;891,70;1492,20;30,70;0,00;0,00;;;;;;;;;;;;;
2438N1304931P;4597,10;44,00;2322,50;1173,20;335,20;383,10;383,10;1998,70;19,00;1009,80;510,10;145,70;166,60;166,60;1998,70;1009,80;510,10;;;;;;;;;;;;;;;;
2138N0896013W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338N2192472T;2787,40;60,30;918,20;1479,60;0,00;58,50;0,00;2567,20;55,60;918,20;1479,60;0,00;25,40;0,00;2397,80;918,20;1479,60;25,40;0,00;0,00;;;;;;;;;;;;;
2438N2282278W;1407,70;30,90;912,30;150,90;0,00;212,00;132,50;1126,20;24,80;910,80;65,60;0,00;92,20;57,60;909,70;909,70;0,00;216,50;1,20;65,60;;;;;;;;;;;;;
2338N3992730L;4204,80;56,60;1784,50;1679,90;0,00;110,40;79,80;3786,40;51,00;1784,50;1679,90;0,00;48,00;34,70;3464,50;1784,50;1679,90;82,70;0,00;0,00;;;;;;;;;;;;;
2438N0211213N;4236,50;63,80;681,80;1830,80;0,00;102,40;24,10;3262,10;49,10;681,80;1830,80;0,00;44,50;10,50;2512,60;681,80;1830,80;55,00;0,00;0,00;;;;;;;;;;;;;
2138N0915939G;7478,90;69,00;4474,70;2317,60;0,00;486,40;200,30;6767,40;62,00;4167,40;2301,40;0,00;211,50;87,10;6767,40;4167,40;2301,40;6767,40;4167,40;2301,40;;;;;;;;;;;;;
2338N2686446T;6425,70;133,60;4728,80;1373,30;0,00;67,00;8,90;6194,10;128,90;4690,00;1363,50;0,00;29,10;3,90;6015,90;4660,10;1355,80;70,50;29,90;7,60;;;;;;;;;;;;;
2338N0996639E;4579,10;56,90;2015,20;2710,30;0,00;103,40;42,70;4216,40;52,50;2015,20;1922,20;0,00;45,00;18,60;3937,40;2015,20;1922,20;63,50;0,00;0,00;;;;;;;;;;;;;
2438N0211165R;4000,60;65,40;634,60;1778,30;0,00;94,30;22,20;3103,20;50,70;634,60;1778,30;0,00;41,00;9,60;2413,00;634,60;1778,30;50,70;0,00;0,00;;;;;;;;;;;;;
2238N1462463L;3418,50;94,40;1114,60;2722,70;0,00;47,70;28,60;3207,70;88,60;1114,60;1931,00;0,00;20,70;12,40;3045,50;1114,60;1931,00;33,20;0,00;0,00;;;;;;;;;;;;;
2338N4445894V;5144,00;56,30;3213,10;1363,90;0,00;336,00;84,00;2236,50;24,50;1397,00;593,00;0,00;146,10;36,50;2236,50;1397,00;593,00;;;;;;;;;;;;;;;;
2138N0346795C;4510,50;59,70;2063,90;2618,80;0,00;133,20;44,40;4156,80;55,10;2063,90;1836,70;0,00;57,90;19,30;3884,70;2063,90;1820,90;93,10;0,00;15,80;;;;;;;;;;;;;
2338N3283761K;6148,60;49,90;3091,20;1927,40;0,00;598,20;265,90;2673,30;21,70;1344,00;838,00;0,00;260,10;115,60;2673,30;1344,00;838,00;;;;;;;;;;;;;;;;
2338N1036253U;5671,20;85,30;2858,10;3132,10;0,00;103,00;45,80;5092,80;76,70;2636,90;2198,60;0,00;44,80;19,90;4648,00;2466,80;2181,20;252,30;170,10;17,50;;;;;;;;;;;;;
2238N1580644W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2438N0471170W;4951,00;43,20;2817,50;1396,10;0,00;447,70;79,00;2152,60;18,80;1225,00;607,00;0,00;194,70;34,40;2152,60;1225,00;607,00;;;;;;;;;;;;;;;;
2238N1182522M;2632,30;62,10;880,00;2039,80;0,00;62,80;3,70;2459,60;58,00;880,00;1446,60;0,00;27,30;1,60;2326,70;880,00;1446,60;28,90;0,00;0,00;;;;;;;;;;;;;
2238N1580874S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2138N0567792Z;6272,90;62,20;4142,30;1861,50;0,00;480,20;120,10;2727,40;27,10;1801,00;574,00;0,00;208,80;52,20;2727,40;1801,00;574,00;;;;;;;;;;;;;;;;
2438N1645418G;6033,90;61,00;4200,10;1153,50;0,00;443,70;236,60;2623,40;26,00;1826,10;501,50;0,00;192,90;102,90;2623,40;1826,10;501,50;;;;;;;;;;;;;;;;
2438N2154461V;3421,30;77,10;1168,30;1896,50;0,00;61,30;26,80;3219,80;72,60;1168,30;1896,50;0,00;26,60;11,70;3064,90;1168,30;1896,50;38,30;0,00;0,00;;;;;;;;;;;;;
2138N0655416D;4265,90;63,20;1417,90;3090,80;0,00;108,70;39,40;3895,10;57,80;1417,90;2192,00;0,00;47,30;17,10;3609,90;1417,90;2192,00;64,40;0,00;0,00;;;;;;;;;;;;;
2338N3530903W;7345,20;55,50;4997,90;1476,60;0,00;605,70;75,70;3193,60;24,20;2173,00;642,00;0,00;263,40;32,90;3193,60;2173,00;642,00;;;;;;;;;;;;;;;;
2338N0099230L;6819,80;75,40;4638,80;2232,00;0,00;406,60;47,80;5928,00;65,60;4098,00;1570,00;0,00;176,80;20,80;5242,00;3682,00;1560,00;686,00;416,00;10,00;;;;;;;;;;;;;
2438N0350904G;5857,20;94,70;2138,50;2941,40;0,00;85,90;128,80;5417,90;87,60;2138,50;2941,40;0,00;37,30;56,00;5079,90;2138,50;2941,40;93,40;0,00;0,00;;;;;;;;;;;;;
2238N0533637J;4275,20;64,50;2307,90;2132,50;0,00;86,10;5,70;4018,10;60,70;2307,90;1512,40;0,00;37,40;2,50;3820,40;2307,90;1512,40;39,90;0,00;0,00;;;;;;;;;;;;;
2238N0761053D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238N1463296M;7089,10;64,70;2888,40;4333,80;0,00;144,20;86,50;6452,10;59,00;2888,40;3073,60;0,00;62,70;37,60;5962,00;2888,40;3073,60;100,30;0,00;0,00;;;;;;;;;;;;;
2238N2597558Y;4500,40;90,90;995,70;4243,10;0,00;76,30;40,40;4220,40;85,30;995,70;3009,30;0,00;33,20;17,60;4005,00;995,70;3009,30;50,80;0,00;0,00;;;;;;;;;;;;;
2138N0915245O;8145,00;90,50;5987,00;1632,00;0,00;368,00;158,00;6270,00;69,70;5332,00;709,00;0,00;160,00;69,00;6270,00;5332,00;709,00;;;;;;;;;;;;;;;;
2138N0622656D;3504,90;81,20;926,90;3182,10;0,00;78,00;19,50;3323,40;77,00;926,90;2256,80;0,00;33,90;8,50;3183,80;926,90;2256,80;42,40;0,00;0,00;;;;;;;;;;;;;
2438N0821110C;5038,10;69,70;3009,10;1551,30;0,00;102,40;12,00;4501,10;62,40;2742,10;1551,30;0,00;44,50;5,20;4088,00;2536,70;1551,30;255,20;205,40;0,00;;;;;;;;;;;;;
2138N0832253O;7805,40;63,50;5295,70;2170,10;0,00;611,10;71,90;6079,00;49,40;4829,00;828,00;0,00;265,70;31,30;4751,00;4470,00;281,00;1328,00;359,00;547,00;;;;;;;;;;;;;
2238N0147050Q;3832,10;55,70;1822,80;2015,30;0,00;87,00;27,20;1666,10;24,30;792,50;621,40;0,00;37,80;11,80;1463,60;792,50;621,40;;;;;;;;;;;;;;;;
2238N1967973D;7197,10;50,70;4089,40;1615,00;694,60;654,30;163,60;3129,20;22,10;1778,00;498,00;302,00;284,50;71,10;3129,20;1778,00;498,00;;;;;;;;;;;;;;;;
2438N0211077H;5139,70;63,60;1068,90;1974,30;0,00;124,60;29,30;3954,70;49,00;1068,90;1974,30;0,00;54,20;12,70;3043,20;1068,90;1974,30;66,90;0,00;0,00;;;;;;;;;;;;;
2238N2265122Y;3993,10;90,40;1035,30;3239,10;0,00;67,40;11,80;3073,60;69,60;489,20;2297,20;0,00;29,30;5,10;2366,40;69,10;2297,20;454,50;420,10;0,00;;;;;;;;;;;;;
2238N1312757N;5228,30;74,50;3003,20;2439,70;0,00;106,10;0,00;4895,70;69,80;2973,60;1707,00;0,00;46,10;0,00;4639,90;2950,80;1689,10;86,80;22,80;17,90;;;;;;;;;;;;;
2238N2417738U;7350,20;86,00;4459,00;2162,30;0,00;402,20;326,80;6861,80;80,00;4411,20;2133,70;0,00;174,90;142,10;6861,80;4411,20;2133,70;6861,80;4411,20;2133,70;;;;;;;;;;;;;
2238N0519690Y;2291,70;51,20;1106,80;1120,00;0,00;57,80;19,30;996,40;22,30;481,20;345,30;0,00;25,10;8,40;860,00;481,20;345,30;;;;;;;;;;;;;;;;
2238N1694574U;3568,80;55,00;1961,10;1626,80;0,00;93,30;18,50;3312,30;51,10;1961,10;1153,80;0,00;40,50;8,00;3114,90;1961,10;1153,80;48,60;0,00;0,00;;;;;;;;;;;;;
2238N2649054O;3882,40;85,00;1336,40;2263,60;0,00;211,80;70,60;3135,70;68,00;1264,60;1748,40;0,00;92,10;30,70;3135,70;1264,60;1748,40;3135,70;1264,60;1748,40;;;;;;;;;;;;;
2438N0350843X;5857,20;94,70;2138,50;2941,40;0,00;85,90;128,80;5417,90;87,60;2138,50;2941,40;0,00;37,30;56,00;5079,90;2138,50;2941,40;93,40;0,00;0,00;;;;;;;;;;;;;
2238N0147099N;2526,50;55,70;1201,80;1328,60;0,00;57,40;17,90;1098,50;24,30;522,50;409,70;0,00;24,90;7,80;965,00;522,50;409,70;;;;;;;;;;;;;;;;
2138N0858622T;5220,40;63,10;3185,50;2054,50;0,00;114,00;0,00;4893,80;59,20;3185,50;1457,10;0,00;49,60;0,00;4642,60;3185,50;1457,10;49,60;0,00;0,00;;;;;;;;;;;;;
2238N0901067H;1988,10;92,00;889,80;1296,70;0,00;29,90;10,00;1887,10;87,40;889,80;919,70;0,00;13,00;4,30;1809,50;889,80;919,70;17,30;0,00;0,00;;;;;;;;;;;;;
2338N0836340V;5130,80;64,40;3401,70;1676,60;0,00;324,00;27,00;2230,80;28,00;1479,00;517,00;0,00;140,90;11,70;2230,80;1479,00;517,00;;;;;;;;;;;;;;;;
2438N1156631T;4160,80;66,40;2022,30;1694,60;0,00;91,20;10,70;3857,30;61,60;1991,20;1673,10;0,00;39,70;4,70;3623,80;1967,20;1656,60;84,80;23,90;16,50;;;;;;;;;;;;;
2238N2628511L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238N3101434U;8122,50;55,30;5126,00;1432,30;0,00;697,30;866,90;3531,50;24,10;2228,70;622,70;0,00;303,20;376,90;3531,50;2228,70;622,70;;;;;;;;;;;;;;;;
2238N1022625P;3575,60;71,20;1708,20;2118,50;0,00;80,40;4,20;3106,80;61,90;1455,50;1492,60;0,00;35,00;1,80;2746,20;1261,10;1485,10;238,80;194,40;7,60;;;;;;;;;;;;;
2138N0701886L;4310,80;64,70;2218,90;2372,10;0,00;91,80;0,00;4079,30;61,30;2218,90;1682,40;0,00;39,90;0,00;3901,30;2218,90;1682,40;39,90;0,00;0,00;;;;;;;;;;;;;
2138N0367139O;5780,90;70,70;3467,60;2547,30;0,00;140,60;0,00;5494,50;67,30;3467,60;1806,60;0,00;61,10;0,00;5274,20;3467,60;1806,60;61,10;0,00;0,00;;;;;;;;;;;;;
2138N0646414X;5802,80;67,90;3337,10;2708,50;0,00;118,50;6,60;5461,60;64,00;3303,80;1920,90;0,00;51,50;2,90;5199,00;3278,10;1920,90;80,00;25,60;0,00;;;;;;;;;;;;;
2138N0726677Y;4231,10;65,40;2196,00;2237,30;0,00;96,10;0,00;3937,20;60,90;2176,80;1565,50;0,00;41,80;0,00;3711,10;2162,00;1549,10;72,90;14,80;16,40;;;;;;;;;;;;;
2338N4319449O;4828,90;51,00;2735,00;1260,70;170,90;406,00;256,40;2099,50;22,00;1189,10;548,10;74,30;176,50;111,50;2099,50;1189,10;548,10;;;;;;;;;;;;;;;;
2138N0482770X;141842,50;50,30;84065,30;43149,20;0,00;13587,50;679,40;124946,20;44,40;83297,00;29834,00;0,00;5907,60;295,40;111949,00;82706,00;29243,00;12997,20;591,00;591,00;;;;;;;;;;;;;
2238N3079739J;2489,70;107,10;479,80;2481,20;0,00;32,50;27,50;2348,30;101,00;479,80;1759,70;0,00;14,10;12,00;2239,50;479,80;1759,70;26,10;0,00;0,00;;;;;;;;;;;;;
2238N2522521X;2633,00;59,60;1008,00;1870,00;0,00;63,00;3,90;2464,10;55,80;1008,00;1326,20;0,00;27,40;1,70;2334,30;1008,00;1326,20;29,10;0,00;0,00;;;;;;;;;;;;;
2138N0893524D;6236,40;67,70;4058,00;1981,50;0,00;458,20;57,30;4758,20;51,70;3811,00;611,00;0,00;199,20;24,90;3621,00;3621,00;0,00;1137,20;190,00;611,00;;;;;;;;;;;;;
2238N0952210I;4949,10;58,30;2286,90;2889,30;0,00;116,30;0,00;4432,10;52,30;2142,60;2023,00;0,00;50,60;0,00;4034,40;2031,60;2002,80;181,70;111,00;20,20;;;;;;;;;;;;;
2438N1044849L;4432,50;88,00;2337,30;1584,40;0,00;241,20;269,60;4110,90;81,00;2313,30;1575,60;0,00;104,90;117,20;4110,90;2313,30;1575,60;4110,90;2313,30;1575,60;;;;;;;;;;;;;
2438N0261115V;5869,50;83,10;3050,30;2389,40;0,00;100,90;0,00;5626,60;79,70;3050,30;2389,40;0,00;43,90;0,00;5439,70;3050,30;2389,40;43,90;0,00;0,00;;;;;;;;;;;;;
2438N1584468A;2633,70;50,00;1262,50;1091,50;0,00;223,70;55,90;2475,60;47,00;1262,50;1091,50;0,00;97,30;24,30;2475,60;1262,50;1091,50;2475,60;1262,50;1091,50;;;;;;;;;;;;;
2238N0541943V;3003,50;61,70;1305,80;1972,70;0,00;67,80;0,00;2834,70;58,30;1305,80;1399,10;0,00;29,50;0,00;2704,80;1305,80;1399,10;29,50;0,00;0,00;;;;;;;;;;;;;
2338N0446226L;5743,10;46,40;3627,10;1799,90;0,00;570,90;0,00;2497,00;20,20;1577,00;555,00;0,00;248,20;0,00;2497,00;1577,00;555,00;;;;;;;;;;;;;;;;
2238N0327145J;3596,40;68,90;1053,50;2530,00;0,00;73,60;44,20;3160,20;60,60;1047,90;1786,80;0,00;32,00;19,20;2824,70;1043,60;1781,10;61,30;4,30;5,80;;;;;;;;;;;;;
2438N0250708O;5145,20;52,20;2893,40;1260,40;0,00;482,30;80,40;2237,10;22,70;1258,00;548,00;0,00;209,70;35,00;2237,10;1258,00;548,00;;;;;;;;;;;;;;;;
2438N2262945H;6924,90;67,00;4278,80;2011,70;0,00;513,60;120,80;6532,40;63,00;4258,50;1998,00;0,00;223,30;52,50;6532,40;4258,50;1998,00;6532,40;4258,50;1998,00;;;;;;;;;;;;;
2338N1036281W;4218,30;62,50;1384,30;3149,00;0,00;104,50;46,50;3748,90;55,60;1277,20;2210,50;0,00;45,40;20,20;3387,80;1194,80;2193,00;165,60;82,40;17,60;;;;;;;;;;;;;
2238N2221053Z;6497,70;62,40;4216,30;2293,70;0,00;144,70;0,00;6127,70;58,90;4216,30;1626,70;0,00;62,90;0,00;5843,00;4216,30;1626,70;62,90;0,00;0,00;;;;;;;;;;;;;
2238N1018363R;6123,90;95,30;2975,90;3752,10;0,00;96,00;22,60;5848,70;91,10;2975,90;2661,00;0,00;41,80;9,80;5637,00;2975,90;2661,00;51,60;0,00;0,00;;;;;;;;;;;;;
2238N2358135J;3171,10;80,70;945,20;1649,10;0,00;57,00;4,10;2574,10;65,50;945,20;1169,50;0,00;24,80;1,80;2114,80;945,20;1169,50;26,60;0,00;0,00;;;;;;;;;;;;;
2469N0476554D;44735,30;74,00;29033,00;12391,90;0,00;2516,00;794,50;19450,20;32,20;12623,00;5387,80;0,00;1093,90;345,40;19450,20;12623,00;5387,80;;;;;;;;;;;;;;;;
2338N3958844D;3700,10;54,60;1778,50;1109,00;0,00;93,10;6,20;3240,80;47,90;1778,50;1109,00;0,00;40,50;2,70;2887,40;1778,50;1109,00;43,20;0,00;0,00;;;;;;;;;;;;;
2438N0248256G;4707,20;48,50;2810,60;1271,90;0,00;379,30;89,20;2046,60;21,10;1222,00;553,00;0,00;164,90;38,80;2046,60;1222,00;553,00;;;;;;;;;;;;;;;;
2238N2641779T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2469N0487375I;11592,40;65,00;6120,00;4302,80;0,00;793,70;376,00;5040,20;28,30;2660,80;1870,80;0,00;345,10;163,50;5040,20;2660,80;1870,80;;;;;;;;;;;;;;;;
2338N2465734V;3550,90;89,80;1176,80;1827,90;0,00;55,40;4,00;2574,00;65,20;511,70;1824,90;0,00;24,10;1,70;1822,50;0,00;1822,50;539,80;511,70;2,40;;;;;;;;;;;;;
2338N3714826V;4387,10;69,80;2433,00;1516,00;0,00;96,60;5,10;4139,50;65,90;2433,00;1516,00;0,00;42,00;2,20;3949,00;2433,00;1516,00;44,20;0,00;0,00;;;;;;;;;;;;;
2338N4210730B;4412,10;43,60;1869,90;1745,70;0,00;459,50;153,20;1918,30;19,00;813,00;759,00;0,00;199,80;66,60;1918,30;813,00;759,00;;;;;;;;;;;;;;;;
2338N1524614X;5512,40;60,50;2817,50;2840,90;0,00;412,90;72,90;2396,70;26,30;1225,00;876,00;0,00;179,50;31,70;2396,70;1225,00;876,00;;;;;;;;;;;;;;;;
2238N2506894W;4222,40;52,00;1909,00;2339,10;0,00;124,40;6,50;3852,50;47,50;1909,00;1659,00;0,00;54,10;2,80;3568,00;1909,00;1659,00;56,90;0,00;0,00;;;;;;;;;;;;;
2138N0753184L;3710,80;85,00;1280,50;2979,70;0,00;62,50;7,40;3516,00;80,50;1273,50;2104,60;0,00;27,20;3,20;3366,10;1268,20;2097,90;42,40;5,30;6,70;;;;;;;;;;;;;
2438N1156725J;2497,10;81,80;1106,60;1191,70;0,00;44,60;5,20;2360,60;77,40;1096,50;1177,70;0,00;19,40;2,30;2255,50;1088,70;1166,90;40,20;7,80;10,80;;;;;;;;;;;;;
2238N2730851P;2430,80;113,00;485,30;2416,70;0,00;30,10;25,50;2299,90;106,90;485,30;1714,00;0,00;13,10;11,10;2199,30;485,30;1714,00;24,20;0,00;0,00;;;;;;;;;;;;;
2338N2911210N;4601,40;68,00;2503,40;1590,60;0,00;94,20;29,40;4268,80;63,10;2478,90;1569,30;0,00;41,00;12,80;4013,00;2460,10;1552,90;89,00;18,80;16,40;;;;;;;;;;;;;
2238N3117676M;5635,10;126,90;3612,20;2325,00;0,00;62,00;10,30;5403,60;121,70;3592,10;1648,90;0,00;26,90;4,50;3499,20;3483,70;15,50;1726,40;92,90;1633,50;46,90;15,50;0,00;;;;;;;;;;
2238N2855393R;3402,30;50,80;1198,60;2450,60;0,00;94,00;17,60;3139,10;46,90;1198,60;1738,00;0,00;40,90;7,70;2936,60;1198,60;1738,00;48,50;0,00;0,00;;;;;;;;;;;;;
2331N1109150G;4287,80;37,30;2341,40;1715,50;0,00;516,90;0,00;1864,30;16,30;1018,00;529,00;0,00;224,70;0,00;1864,30;1018,00;529,00;;;;;;;;;;;;;;;;
2438N1482769N;3394,30;67,30;1601,00;1441,30;0,00;72,30;12,80;3013,40;59,80;1419,00;1441,30;0,00;31,40;5,50;2720,40;1279,10;1441,30;177,00;140,00;0,00;;;;;;;;;;;;;
2438N1156732Q;3723,10;75,40;1905,20;1496,20;0,00;72,10;8,50;3506,20;71,00;1887,80;1478,50;0,00;31,40;3,70;3339,30;1874,40;1465,00;62,00;13,40;13,60;;;;;;;;;;;;;
2338N0285226D;9068,20;83,40;6771,20;2202,00;0,00;490,20;61,30;3942,70;36,30;2944,00;679,00;0,00;213,10;26,60;3942,70;2944,00;679,00;;;;;;;;;;;;;;;;
2238N2283681T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238N0455750S;6706,10;76,00;4600,00;1906,90;0,00;415,80;155,90;2915,70;33,10;2000,00;588,00;0,00;180,80;67,80;2915,70;2000,00;588,00;;;;;;;;;;;;;;;;
2238N1155478I;5228,30;74,50;3003,20;2439,70;0,00;106,10;0,00;4895,70;69,80;2973,60;1707,00;0,00;46,10;0,00;4639,90;2950,80;1689,10;86,80;22,80;17,90;;;;;;;;;;;;;
2338N0952155G;4584,80;56,90;2017,70;2713,70;0,00;103,50;42,80;4221,60;52,50;2017,70;1924,60;0,00;45,00;18,60;3942,30;2017,70;1924,60;63,60;0,00;0,00;;;;;;;;;;;;;
2238N2506926C;3569,10;60,10;1629,70;2079,90;0,00;86,60;4,80;3306,60;55,70;1629,70;1475,10;0,00;37,60;2,10;3104,80;1629,70;1475,10;39,70;0,00;0,00;;;;;;;;;;;;;
2338N0336410T;3859,70;46,40;1671,50;2280,90;0,00;98,80;11,60;1678,10;20,20;726,70;703,30;0,00;43,00;5,10;1478,10;726,70;703,30;;;;;;;;;;;;;;;;
2138N0648651Y;5778,50;66,90;3297,80;2721,10;0,00;119,80;6,70;5434,20;62,90;3264,90;1929,90;0,00;52,10;2,90;5169,40;3239,60;1929,90;80,30;25,30;0,00;;;;;;;;;;;;;
2238N0449420G;4922,30;59,20;2247,50;2917,40;0,00;124,40;14,60;4579,90;55,10;2247,50;2069,10;0,00;54,10;6,40;4316,60;2247,50;2069,10;60,50;0,00;0,00;;;;;;;;;;;;;
2138N0692239K;3154,60;76,50;1530,40;1880,50;0,00;55,10;13,00;2990,40;72,70;1530,40;1333,70;0,00;24,00;5,60;2864,10;1530,40;1333,70;29,60;0,00;0,00;;;;;;;;;;;;;
2338N0906307W;5159,00;145,20;2521,20;2480,40;0,00;53,70;10,10;4644,60;130,80;2511,10;1751,50;0,00;23,30;4,40;4248,90;2503,30;1745,60;41,40;7,80;5,90;;;;;;;;;;;;;
2338N1832094B;8904,10;81,10;5997,60;1818,90;0,00;494,40;395,50;8139,90;74,20;5904,00;1763,00;0,00;215,00;172,00;7552,00;5832,00;1720,00;587,90;72,00;43,00;;;;;;;;;;;;;
2438N1045229B;3207,30;77,80;1622,10;1296,20;0,00;62,00;7,30;2933,40;71,20;1511,60;1296,20;0,00;26,90;3,20;2722,80;1426,60;1296,20;115,10;85,00;0,00;;;;;;;;;;;;;
2338N4095022T;3497,10;77,10;1209,60;1944,00;0,00;220,10;123,50;3253,10;71,80;1164,10;1939,60;0,00;95,70;53,70;3065,40;1129,20;1936,20;187,70;34,90;3,40;;;;;;;;;;;;;
