numero_dpe;conso_5_usages_ep;conso_5_usages_par_m2_ep;conso_chauffage_ep;conso_ecs_ep;conso_refroidissement_ep;conso_eclairage_ep;conso_auxiliaires_ep;conso_5 usages_ef;conso_5 usages_par_m2_ef;conso_chauffage_ef;conso_ecs_ef;conso_refroidissement_ef;conso_eclairage_ef;conso_auxiliaires_ef;conso_5 usages_ef_energie_n1;conso_chauffage_ef_energie_n1;conso_ecs_ef_energie_n1;conso_5 usages_ef_energie_n2;conso_chauffage_ef_energie_n2;Conso_ecs_ef_energie_n2;conso_5_usages_ef_energie_n3;conso_chauffage_ef_energie_n3;conso_ecs_ef_energie_n3;conso_chauffage_installation_chauffage_n1;conso_chauffage_generateur_n1_installation_n1;conso_chauffage_generateur_n2_installation_n1;conso_chauffage_installation_chauffage_n2;conso_chauffage_generateur_n1_installation_n2;conso_chauffage_generateur_n2_installation_n2;conso_ef_installation_ecs_n1;conso_ef_generateur_n1_ecs_n1;conso_ef_generateur_n2_ecs_n1;conso_refroidissement_annuel
2238N0580638C;4863,90;148,90;1076,30;5046,40;0,00;46,70;2,70;2114,70;64,70;468,00;1556,10;0,00;20,30;1,20;2045,60;468,00;1556,10;;;;;;;;;;;;;;;;
2338N1706987G;4730,60;58,00;2273,10;1824,20;0,00;399,40;233,80;4280,40;52,50;2185,00;1820,00;0,00;173,70;101,70;3934,10;2117,30;1816,80;346,30;67,80;3,20;;;;;;;;;;;;;
2238N1146628Y;4916,10;107,60;2563,60;2786,80;0,00;66,20;23,40;4703,60;103,00;2563,60;1976,50;0,00;28,80;10,20;4540,10;2563,60;1976,50;39,00;0,00;0,00;;;;;;;;;;;;;
2138N0892594J;5347,80;62,80;3239,40;2017,10;0,00;104,40;13,90;3929,20;46,20;3012,50;622,00;0,00;45,40;6,10;2838,00;2838,00;0,00;847,90;174,50;622,00;;;;;;;;;;;;;
2338N0768774D;3755,90;71,50;1793,80;2343,80;0,00;77,80;0,00;3547,40;67,60;1774,60;1642,40;0,00;33,80;0,00;3387,00;1759,90;1627,00;63,90;14,70;15,30;;;;;;;;;;;;;
2338N2289377W;5265,00;52,70;3470,70;970,60;0,00;470,70;88,30;2289,10;22,90;1509,00;422,00;0,00;204,60;38,40;2289,10;1509,00;422,00;;;;;;;;;;;;;;;;
2238N1369140C;6199,40;76,30;4063,70;1518,60;0,00;385,60;231,60;5808,00;71,50;4037,10;1502,60;0,00;167,60;100,70;5507,00;4016,60;1490,40;303,20;20,50;12,30;2,20;0,00;0,00;;;;;;;;;;
2338N0790891U;5344,30;101,60;2748,50;3137,60;0,00;68,40;19,50;3581,40;68,10;1195,00;2225,30;0,00;29,70;8,50;2225,30;0,00;2225,30;1233,20;1195,00;0,00;;;;;;;;;;;;;
2238N2629238K;3038,90;35,00;772,20;1668,90;0,00;423,50;174,40;1321,30;15,00;335,70;725,60;0,00;184,10;75,80;1321,30;335,70;725,60;;;;;;;;;;;;;;;;
2338N4444825S;4190,40;43,60;2249,40;1345,50;0,00;419,10;0,00;1821,90;19,00;978,00;585,00;0,00;182,20;0,00;1821,90;978,00;585,00;;;;;;;;;;;;;;;;
2338N1032629K;1707,40;27,90;555,90;778,60;0,00;281,10;91,80;1480,60;24,20;548,00;770,50;0,00;122,20;39,90;1306,20;541,90;764,20;174,50;6,10;6,30;;;;;;;;;;;;;
2438N2097609F;5848,00;245,00;2151,20;3376,80;0,00;119,50;200,60;2542,60;106,00;935,30;1468,20;0,00;51,90;87,20;2542,60;935,30;1468,20;;;;;;;;;;;;;;;;
2338N3917547U;6517,50;90,70;4511,50;1540,00;0,00;104,40;6,10;6254,10;87,00;4511,50;1540,00;0,00;45,40;2,70;6051,50;4511,50;1540,00;48,10;0,00;0,00;;;;;;;;;;;;;
2238N2699712Y;2681,00;66,60;1502,10;1251,00;0,00;58,90;11,00;2449,50;60,90;1435,40;887,20;0,00;25,60;4,80;2271,40;1384,10;887,20;81,70;51,30;0,00;;;;;;;;;;;;;
2138N0346846B;3881,40;60,70;1637,70;2460,60;0,00;112,70;37,60;3580,30;56,10;1637,70;1725,80;0,00;49,00;16,30;3348,60;1637,70;1710,90;80,20;0,00;14,90;;;;;;;;;;;;;
2338N0381931O;7383,30;90,00;5225,20;1594,30;0,00;367,70;196,10;6762,70;82,00;4944,40;1573,20;0,00;159,90;85,30;6762,70;4944,40;1573,20;6762,70;4944,40;1573,20;;;;;;;;;;;;;
2238N0965263J;3119,40;49,00;844,00;1576,70;0,00;72,10;5,20;1356,20;21,30;367,00;486,20;0,00;31,40;2,20;886,80;367,00;486,20;;;;;;;;;;;;;;;;
2338N2560461E;2791,00;65,20;1229,80;1264,90;0,00;62,50;7,80;2623,50;61,30;1229,80;1264,90;0,00;27,20;3,40;2494,70;1229,80;1264,90;30,60;0,00;0,00;;;;;;;;;;;;;
2338N1032670Z;1797,00;45,90;626,60;931,80;0,00;179,90;58,70;1647,10;42,10;621,30;922,10;0,00;78,20;25,50;1531,80;617,20;914,60;115,30;4,10;7,50;;;;;;;;;;;;;
2338N2465911Q;3484,40;84,90;1059,50;1878,10;0,00;54,10;3,90;2573,40;62,80;460,70;1875,10;0,00;23,50;1,70;1872,70;0,00;1872,70;488,20;460,70;2,30;;;;;;;;;;;;;
2238N0772488Y;6403,90;57,50;5618,20;0,00;0,00;161,40;9,50;5959,80;53,50;5618,20;0,00;0,00;70,20;4,10;5618,20;5618,20;0,00;74,30;0,00;0,00;;;;;;;;;;;;;
2238N0978549J;2654,60;65,70;936,20;1566,70;75,90;66,10;4,10;1782,20;44,10;407,10;1111,20;33,00;28,70;1,80;1111,20;0,00;1111,20;470,50;407,10;0,00;;;;;;;;;;;;;
2438N4098662U;4648,00;39,00;2461,00;1285,00;82,00;492,00;328,00;2022,00;17,00;1070,00;559,00;36,00;214,00;143,00;2022,00;1070,00;559,00;;;;;;;;;;;;;;;;
2238N1657588G;7079,10;63,20;5379,70;480,00;524,40;463,70;0,00;3077,90;27,50;2339,00;148,00;228,00;201,60;0,00;3077,90;2339,00;148,00;;;;;;;;;;;;;;;;
2338N3202287U;6494,20;55,90;3018,30;2606,70;0,00;174,60;38,80;5771,70;49,80;2787,00;2606,70;0,00;75,90;16,90;5215,80;2609,10;2606,70;270,70;177,90;0,00;;;;;;;;;;;;;
2138N1042976H;4629,20;81,90;2487,30;2493,80;0,00;78,80;9,80;4418,20;78,20;2487,30;1768,60;0,00;34,20;4,30;4255,90;2487,30;1768,60;38,50;0,00;0,00;;;;;;;;;;;;;
2238N0403445Z;144335,20;149,50;24388,20;122393,20;8365,10;22646,70;532,90;113170,10;117,20;12306,00;86454,00;3637,00;9846,40;231,70;89197,00;3012,00;86185,00;23973,10;9294,00;269,00;;;;;;;;;;;;;
2238N2358156E;5207,70;80,70;1552,30;2708,10;0,00;93,60;6,70;4227,20;65,50;1552,30;1920,60;0,00;40,70;2,90;3472,90;1552,30;1920,60;43,60;0,00;0,00;;;;;;;;;;;;;
2338N4400134V;4799,90;66,40;2787,90;1543,40;0,00;105,00;6,20;4535,00;62,80;2787,90;1543,40;0,00;45,70;2,70;4331,30;2787,90;1543,40;48,40;0,00;0,00;;;;;;;;;;;;;
2338N2577777E;87249,40;75,90;45128,60;34179,60;0,00;5775,40;721,90;75722,70;65,90;38249,00;34021,00;0,00;2511,00;313,90;66856,00;32957,00;33899,00;8866,70;5292,00;122,00;;;;;;;;;;;;;
2238N2642085N;4112,60;57,50;2130,50;2223,80;0,00;96,10;0,00;3883,70;54,40;2130,50;1577,20;0,00;41,80;0,00;3707,70;2130,50;1577,20;41,80;0,00;0,00;;;;;;;;;;;;;
2238N2552519R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238N0407733X;3710,70;56,00;1415,80;2770,80;0,00;95,70;0,00;3410,70;51,40;1325,70;1941,60;0,00;41,60;0,00;3179,80;1256,40;1923,50;129,00;69,30;18,10;;;;;;;;;;;;;
2238N0179938O;7351,90;75,20;4409,80;3101,10;0,00;161,60;7,70;6892,10;70,60;4384,80;2184,30;0,00;70,30;3,30;6538,40;4365,60;2172,80;104,40;19,20;11,50;;;;;;;;;;;;;
2438N2152893N;5951,30;98,00;2149,80;3098,00;0,00;120,90;52,90;5553,70;91,50;2149,80;3098,00;0,00;52,60;23,00;5247,80;2149,80;3098,00;75,60;0,00;0,00;;;;;;;;;;;;;
2338N3988093C;2677,30;62,50;813,90;1524,10;0,00;55,80;0,00;2423,60;56,60;752,00;1524,10;0,00;24,20;0,00;2228,50;704,30;1524,10;71,90;47,60;0,00;;;;;;;;;;;;;
2338N2560481Y;2699,70;65,20;1189,60;1223,60;0,00;60,50;7,60;2537,70;61,30;1189,60;1223,60;0,00;26,30;3,30;2413,10;1189,60;1223,60;29,60;0,00;0,00;;;;;;;;;;;;;
2438N3955676I;3785,80;78,30;1625,70;1853,60;0,00;245,70;60,70;3578,10;74,10;1609,50;1835,40;0,00;106,80;26,40;3418,40;1596,90;1821,40;159,80;12,50;14,00;;;;;;;;;;;;;
2138N0531949K;4615,50;66,70;2498,00;2366,80;0,00;129,40;0,00;4307,60;62,30;2459,90;1656,90;0,00;56,30;0,00;4070,80;2430,60;1640,20;102,20;29,30;16,70;;;;;;;;;;;;;
2238N1087910O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338N2445956D;5660,60;47,80;3516,70;1239,70;0,00;535,80;67,00;2461,10;20,80;1529,00;539,00;0,00;233,00;29,10;2461,10;1529,00;539,00;;;;;;;;;;;;;;;;
2279N3136230R;3626,30;36,20;1412,20;2263,60;0,00;415,00;27,70;1576,70;15,80;614,00;698,00;0,00;180,50;12,00;1576,70;614,00;698,00;;;;;;;;;;;;;;;;
2238N1217279H;6093,70;135,50;1980,70;1461,30;913,20;946,20;792,20;3718,00;82,70;1109,40;1455,70;397,10;411,40;344,40;1890,60;439,20;1451,40;1827,40;670,20;4,30;;;;;;;;;;;;;
2238N0978281B;4818,50;49,00;2463,30;2328,50;0,00;460,20;81,20;2095,00;21,30;1071,00;718,00;0,00;200,10;35,30;2095,00;1071,00;718,00;;;;;;;;;;;;;;;;
2438N2154477L;4022,50;62,50;1313,00;2192,40;0,00;88,90;38,90;3730,20;58,00;1313,00;2192,40;0,00;38,70;16,90;3505,40;1313,00;2192,40;55,60;0,00;0,00;;;;;;;;;;;;;
2238N1340569F;4562,00;47,90;2748,50;1679,90;0,00;414,70;25,90;1983,50;20,90;1195,00;518,00;0,00;180,30;11,30;1983,50;1195,00;518,00;;;;;;;;;;;;;;;;
2238N1694779R;2690,50;42,10;1097,60;1616,90;0,00;91,70;18,20;2438,30;38,20;1097,60;1146,70;0,00;39,90;7,90;2244,30;1097,60;1146,70;47,70;0,00;0,00;;;;;;;;;;;;;
2238N1070788A;1794,80;92,00;803,30;1170,70;0,00;27,00;9,00;1703,70;87,40;803,30;830,30;0,00;11,70;3,90;1633,60;803,30;830,30;15,60;0,00;0,00;;;;;;;;;;;;;
2438N1891388Q;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238N2777001P;2715,20;67,50;1536,20;1251,00;0,00;58,90;11,00;2482,10;61,70;1468,00;887,20;0,00;25,60;4,80;2302,80;1415,60;887,20;82,80;52,40;0,00;;;;;;;;;;;;;
2238N2361179L;7096,00;77,40;4828,80;2328,50;0,00;418,80;0,00;5494,80;60,00;4509,00;718,00;0,00;182,10;0,00;4263,00;4263,00;0,00;1231,80;246,00;718,00;;;;;;;;;;;;;
2438N0811450O;6482,60;43,20;4364,90;1123,60;0,00;691,50;43,20;2818,50;18,80;1897,80;488,50;0,00;300,60;18,80;2818,50;1897,80;488,50;;;;;;;;;;;;;;;;
2338N4095345E;4022,80;81,90;1624,50;2026,20;0,00;238,30;133,70;3746,90;76,40;1563,50;2021,60;0,00;103,60;58,10;3534,70;1516,60;2018,10;212,20;46,90;3,50;;;;;;;;;;;;;
2238N0485100O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238N1538691H;6150,90;50,70;3972,10;1988,00;0,00;544,70;32,00;2674,30;22,00;1727,00;613,00;0,00;236,80;13,90;2674,30;1727,00;613,00;;;;;;;;;;;;;;;;
2338N4381621U;4474,70;48,50;2157,40;1651,40;0,00;426,10;53,30;1945,50;21,10;938,00;718,00;0,00;185,30;23,20;1945,50;938,00;718,00;;;;;;;;;;;;;;;;
2238N2898528S;4887,90;75,00;2354,90;2087,00;0,00;329,70;116,40;4624,90;71,00;2344,00;2087,00;0,00;143,30;50,60;4624,90;2344,00;2087,00;4624,90;2344,00;2087,00;;;;;;;;;;;;;
2238N1312779J;4745,00;67,20;2513,40;2444,90;0,00;106,70;0,00;4415,60;62,60;2488,60;1710,70;0,00;46,40;0,00;4162,30;2469,50;1692,80;83,40;19,10;17,90;;;;;;;;;;;;;
2238N0580647L;4975,20;80,70;3123,60;2034,20;0,00;84,70;5,60;4744,10;77,10;3123,60;1442,70;0,00;36,80;2,50;4566,30;3123,60;1442,70;39,30;0,00;0,00;;;;;;;;;;;;;
2238N1217411J;5354,60;128,20;1483,30;1408,30;848,20;878,90;735,80;3304,60;79,10;830,80;1402,90;368,80;382,10;319,90;1727,70;328,90;1398,80;1576,90;501,90;4,20;;;;;;;;;;;;;
2338N1132501Q;3874,70;81,20;2272,90;1786,60;0,00;70,60;4,40;3685,60;77,30;2272,90;1267,10;0,00;30,70;1,90;3540,10;2272,90;1267,10;32,60;0,00;0,00;;;;;;;;;;;;;
2238N2849605B;4205,00;69,60;2397,10;2006,60;0,00;86,30;0,00;3948,80;65,40;2375,90;1405,60;0,00;37,50;0,00;3751,60;2359,60;1392,10;67,30;16,30;13,50;;;;;;;;;;;;;
2338N3734954Z;6488,90;62,70;4634,50;1152,30;0,00;449,30;56,20;2821,30;27,30;2015,00;501,00;0,00;195,40;24,40;2821,30;2015,00;501,00;;;;;;;;;;;;;;;;
2238N2206534O;6476,40;64,50;4234,50;2310,40;0,00;430,90;0,00;5957,30;59,40;4072,00;1623,00;0,00;187,40;0,00;5558,00;3947,00;1611,00;399,30;125,00;12,00;;;;;;;;;;;;;
2438N2099553Z;4985,50;65,00;2393,20;1934,40;0,00;363,00;295,00;4613,60;60,00;2393,20;1934,40;0,00;157,80;128,20;4613,60;2393,20;1934,40;4613,60;2393,20;1934,40;;;;;;;;;;;;;
2438N1618970A;6623,70;50,30;4325,00;1421,50;0,00;514,20;121,00;2879,90;21,90;1880,50;618,10;0,00;223,60;52,60;2879,90;1880,50;618,10;;;;;;;;;;;;;;;;
2338N2415226F;3272,90;51,60;1297,70;1558,00;0,00;88,00;11,00;3037,10;47,90;1297,70;1558,00;0,00;38,30;4,80;2855,70;1297,70;1558,00;43,00;0,00;0,00;;;;;;;;;;;;;
2238N0737996I;6015,00;71,50;3033,90;3156,30;0,00;129,20;50,30;5133,60;61,00;2572,20;2238,50;0,00;56,20;21,90;4455,60;2217,00;2238,50;433,20;355,20;0,00;;;;;;;;;;;;;
2438N1139297B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338N4400135W;5733,50;79,40;3723,20;1542,40;0,00;104,90;6,20;5469,00;75,80;3723,20;1542,40;0,00;45,60;2,70;5265,70;3723,20;1542,40;48,30;0,00;0,00;;;;;;;;;;;;;
2338N4294175M;7431,50;42,70;3116,50;1398,40;1718,10;679,20;199,80;3231,10;18,60;1355,00;608,00;747,00;295,30;86,90;3231,10;1355,00;608,00;;;;;;;;;;;;;;;;
2338N1032722Z;2908,00;35,20;1489,10;914,70;0,00;380,00;124,10;2599,90;31,50;1475,50;905,20;0,00;165,20;54,00;2362,90;1465,10;897,80;237,00;10,40;7,40;;;;;;;;;;;;;
2238N0541892W;4398,80;50,00;2158,60;2459,70;0,00;116,40;0,00;4118,60;46,80;2158,60;1744,40;0,00;50,60;0,00;3903,00;2158,60;1744,40;50,60;0,00;0,00;;;;;;;;;;;;;
2338N0972651O;4254,00;109,30;865,30;3141,80;0,00;54,60;3,40;1849,60;47,50;376,20;1366,00;0,00;23,70;1,50;1767,40;376,20;1366,00;;;;;;;;;;;;;;;;
2238N3118787F;186479,30;127,90;118812,10;76469,90;0,00;7196,40;1439,30;178344,50;122,40;118270,00;54234,00;0,00;3128,90;625,80;115559,00;114933,00;626,00;56528,00;2920,00;53608,00;6257,50;417,00;0,00;;;;;;;;;;
2438N1228698O;4151,90;56,10;1761,90;1878,90;0,00;105,00;6,20;3804,50;51,40;1739,50;1842,70;0,00;45,70;2,70;3537,20;1722,30;1815,00;93,40;17,20;27,80;;;;;;;;;;;;;
2338N0914287U;3946,00;59,20;1560,10;2616,60;0,00;100,50;17,70;3646,30;54,70;1560,10;1855,70;0,00;43,70;7,70;3415,80;1560,10;1855,70;51,40;0,00;0,00;;;;;;;;;;;;;
2338N2372481E;5607,70;58,10;3071,80;1945,30;0,00;130,50;8,20;5089,10;52,80;2887,00;1945,30;0,00;56,70;3,50;4690,10;2744,80;1945,30;202,50;142,20;0,00;;;;;;;;;;;;;
2438N0272103L;4428,70;53,30;2424,20;1336,30;0,00;343,60;114,50;1925,50;23,20;1054,00;581,00;0,00;149,40;49,80;1925,50;1054,00;581,00;;;;;;;;;;;;;;;;
2138N0484121W;3169,10;49,30;1918,00;885,40;0,00;113,50;5,70;2816,90;43,90;1918,00;628,00;0,00;49,30;2,50;2545,90;1918,00;628,00;51,80;0,00;0,00;;;;;;;;;;;;;
2338N3289583I;7891,50;58,20;5346,30;1677,80;0,00;654,10;213,30;3431,10;25,30;2324,50;729,50;0,00;284,40;92,70;3431,10;2324,50;729,50;;;;;;;;;;;;;;;;
2138N0488339C;6970,20;44,70;4929,50;1386,40;0,00;650,40;3,90;3030,50;19,40;2143,30;602,80;0,00;282,80;1,70;3155,30;2143,30;602,80;;;;;;;;;;;;;;;;
2238N0286952M;9129,40;65,00;5605,10;2357,70;802,70;738,50;0,00;3969,30;28,30;2437,00;727,00;349,00;321,10;0,00;3969,30;2437,00;727,00;;;;;;;;;;;;;;;;
2238N1452705D;4806,40;57,60;1089,30;2894,50;0,00;117,20;6,90;3865,70;46,30;1089,30;2052,90;0,00;51,00;3,00;3142,10;1089,30;2052,90;54,00;0,00;0,00;;;;;;;;;;;;;
2438N0475947P;4955,00;69,90;2362,60;1989,30;0,00;100,00;43,70;4455,60;62,90;2204,10;1989,30;0,00;43,50;19,00;4071,40;2082,10;1989,30;184,40;122,00;0,00;;;;;;;;;;;;;
2338N2976482Z;5118,20;50,00;2299,10;2025,40;0,00;492,70;301,10;2225,30;22,00;999,60;880,60;0,00;214,20;130,90;2225,30;999,60;880,60;;;;;;;;;;;;;;;;
2238N0519879F;2288,70;51,20;1105,30;1118,40;0,00;57,70;19,20;995,10;22,30;480,60;344,90;0,00;25,10;8,40;858,90;480,60;344,90;;;;;;;;;;;;;;;;
2238N2475032K;3748,90;81,00;1130,60;2300,80;0,00;234,60;82,80;2990,50;65,00;1068,20;1784,30;0,00;102,00;36,00;2990,50;1068,20;1784,30;2990,50;1068,20;1784,30;;;;;;;;;;;;;
2138N0336317C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2138N0587208T;355732,80;121,50;168914,30;147073,30;3891,60;49040,00;7005,70;154666,40;52,90;73441,00;45351,00;1692,00;21321,70;3046,00;154666,40;73441,00;45351,00;;;;;;;;;;;;;;;;
2338N0360626D;6400,00;52,90;3429,30;1932,80;685,40;620,50;98,00;2782,60;23,00;1491,00;596,00;298,00;269,80;42,60;2782,60;1491,00;596,00;;;;;;;;;;;;;;;;
2138N0660148D;4513,50;70,20;1253,70;3566,50;0,00;100,30;55,70;4062,80;63,10;1215,90;2529,40;0,00;43,60;24,20;3716,20;1186,70;2529,40;97,00;29,10;0,00;;;;;;;;;;;;;
2438N2065433R;193614,70;79,00;116101,90;58614,00;0,00;11899,30;6999,60;176207,10;72,00;110167,50;57822,70;0,00;5173,60;3043,30;176207,10;110167,50;57822,70;176207,10;110167,50;57822,70;;;;;;;;;;;;;
2338N3671892N;5801,80;52,00;3877,90;1172,40;0,00;571,20;180,40;2522,50;22,00;1686,00;509,70;0,00;248,30;78,40;2522,50;1686,00;509,70;;;;;;;;;;;;;;;;
2138N0565494P;3719,30;78,20;1869,40;2135,70;0,00;93,00;5,80;3529,80;74,30;1869,40;1514,70;0,00;40,40;2,50;3384,10;1869,40;1514,70;43,00;0,00;0,00;;;;;;;;;;;;;
2338N2508769A;4479,30;41,40;2265,50;1591,60;0,00;472,80;0,00;1947,50;18,00;985,00;692,00;0,00;205,60;0,00;1947,50;985,00;692,00;;;;;;;;;;;;;;;;
2438N1482752W;3443,60;74,60;1267,50;1800,90;0,00;64,50;24,20;3231,50;70,10;1267,50;1800,90;0,00;28,00;10,50;3068,30;1267,50;1800,90;38,60;0,00;0,00;;;;;;;;;;;;;
2238N1694531D;66150,00;46,60;29340,00;37892,30;0,00;7038,00;1656,00;60300,00;42,50;29340,00;26640,00;0,00;3060,00;720,00;55800,00;29340,00;26460,00;4500,00;0,00;180,00;;;;;;;;;;;;;
2238N0120728G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238N2463842A;4841,70;78,20;2053,60;3360,20;0,00;91,90;5,10;4612,80;74,50;2053,60;2383,10;0,00;40,00;2,20;4436,70;2053,60;2383,10;42,20;0,00;0,00;;;;;;;;;;;;;
2238N2164859R;7350,80;73,70;3875,10;3470,70;0,00;147,10;73,50;6777,60;68,00;3875,10;2461,50;0,00;63,90;32,00;6336,60;3875,10;2461,50;95,90;0,00;0,00;;;;;;;;;;;;;
2238N1463279V;4754,60;79,50;1739,50;3382,80;0,00;78,80;47,30;4406,50;73,70;1739,50;2399,10;0,00;34,30;20,60;4138,70;1739,50;2399,10;54,80;0,00;0,00;;;;;;;;;;;;;
2338N0799180P;3090,80;66,10;1090,40;2296,20;0,00;70,50;12,40;2880,60;61,60;1090,40;1628,50;0,00;30,70;5,40;2718,90;1090,40;1628,50;36,10;0,00;0,00;;;;;;;;;;;;;
2238N2777019H;4097,60;61,90;2530,20;1533,20;0,00;96,90;18,20;3714,00;56,10;2417,90;1087,40;0,00;42,10;7,90;3418,90;2331,60;1087,40;136,40;86,40;0,00;;;;;;;;;;;;;
2338N1685159S;4696,80;53,50;2780,70;1702,60;0,00;419,90;78,70;2042,10;23,30;1209,00;525,00;0,00;182,60;34,20;2042,10;1209,00;525,00;;;;;;;;;;;;;;;;
2238N2743926M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2138N0772421I;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338N4194633Y;9908,00;109,40;5246,10;4154,60;0,00;89,50;0,00;7206,40;79,60;5179,50;1806,40;0,00;38,90;0,00;5128,20;5128,20;0,00;1896,50;51,20;1806,40;;;;;;;;;;;;;
2438N1156662Y;3520,90;72,30;1717,90;1485,50;0,00;71,10;8,40;3308,30;67,90;1702,20;1468,00;0,00;30,90;3,60;3144,70;1690,20;1454,50;60,10;12,10;13,50;;;;;;;;;;;;;
2238N3053795N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2438N0279825L;4103,50;60,90;2385,70;1271,40;0,00;324,00;122,40;3738,20;55,50;2288,00;1256,10;0,00;140,90;53,20;3457,20;2212,90;1244,30;281,00;75,10;11,80;;;;;;;;;;;;;
2338N3159930R;5957,50;62,70;3797,30;1527,20;0,00;392,90;43,70;2590,20;27,30;1651,00;664,00;0,00;170,80;19,00;2590,20;1651,00;664,00;;;;;;;;;;;;;;;;
2238N1932729P;3987,60;81,00;2201,30;2071,40;0,00;74,50;0,00;3780,20;76,80;2183,90;1458,30;0,00;32,40;0,00;3620,60;2170,60;1450,00;54,00;13,30;8,30;;;;;;;;;;;;;
2138N0907538D;5151,30;56,60;3344,20;1100,90;0,00;405,00;301,20;2239,70;24,60;1454,00;478,60;0,00;176,10;130,90;2239,70;1454,00;478,60;;;;;;;;;;;;;;;;
2238N3118783B;6307,80;126,90;4043,40;2602,60;0,00;69,40;11,60;6048,70;121,70;4020,90;1845,80;0,00;30,20;5,00;3916,90;3899,60;17,30;1932,40;104,00;1828,50;52,50;17,30;0,00;;;;;;;;;;
2238N0968248E;4299,00;40,70;999,70;1944,10;0,00;136,80;5,40;1869,10;17,70;434,70;599,50;0,00;59,50;2,40;1096,00;434,70;599,50;;;;;;;;;;;;;;;;
2338N0330344L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2374N3194222Z;3726,40;69,20;1231,90;1988,50;0,00;253,00;253,00;3433,70;63,80;1228,90;1984,80;0,00;110,00;110,00;3208,50;1226,60;1981,90;225,20;2,30;2,90;;;;;;;;;;;;;
2338N4564617C;2991,50;66,20;1424,50;1275,40;0,00;65,40;3,80;2826,70;62,60;1424,50;1275,40;0,00;28,40;1,70;2699,90;1424,50;1275,40;30,10;0,00;0,00;;;;;;;;;;;;;
2238N0900949T;2010,90;102,50;901,10;1295,60;0,00;29,70;9,90;1903,00;97,00;901,10;918,90;0,00;12,90;4,30;1820,00;901,10;918,90;17,20;0,00;0,00;;;;;;;;;;;;;
2138N0571561Y;2189,10;43,00;1146,00;821,40;0,00;161,30;60,50;2047,40;40,00;1136,10;814,80;0,00;70,10;26,30;2047,40;1136,10;814,80;2047,40;1136,10;814,80;;;;;;;;;;;;;
2138N0420996Z;4991,70;94,40;2897,80;2355,50;0,00;97,10;28,50;4698,00;88,80;2863,30;1650,60;0,00;42,20;12,40;4472,10;2836,80;1635,30;96,50;26,50;15,40;;;;;;;;;;;;;
2238N2358140O;4773,20;80,70;1422,80;2482,20;0,00;85,80;6,10;3874,50;65,50;1422,80;1760,40;0,00;37,30;2,70;3183,20;1422,80;1760,40;40,00;0,00;0,00;;;;;;;;;;;;;
2238N2852630K;3018,50;70,60;1392,90;1905,20;0,00;64,40;0,00;2863,40;67,10;1392,90;1351,20;0,00;28,00;0,00;2744,20;1392,90;1351,20;28,00;0,00;0,00;;;;;;;;;;;;;
2238N2855444Q;3827,40;55,30;1563,60;2502,40;0,00;100,50;17,70;3551,00;51,30;1563,60;1774,70;0,00;43,70;7,70;3338,30;1563,60;1774,70;51,40;0,00;0,00;;;;;;;;;;;;;
2338N2465703Q;2640,90;91,00;643,70;1596,20;0,00;40,70;2,90;2047,80;70,60;279,90;1593,50;0,00;17,70;1,30;1591,50;0,00;1591,50;300,90;279,90;2,10;;;;;;;;;;;;;
2438N3184377Z;4007,60;51,90;1731,20;1775,80;0,00;383,80;116,80;3724,60;48,30;1731,20;1775,80;0,00;166,80;50,80;3507,00;1731,20;1775,80;217,60;0,00;0,00;;;;;;;;;;;;;
2238N1452749V;4024,50;57,80;731,90;2737,10;0,00;96,60;5,70;3260,60;46,80;731,90;1941,20;0,00;42,00;2,50;2673,10;731,90;1941,20;44,50;0,00;0,00;;;;;;;;;;;;;
2438N2640559X;4286,50;62,80;2647,70;1204,40;0,00;300,20;134,10;3999,50;58,60;2621,20;1189,40;0,00;130,50;58,30;3778,80;2600,90;1177,90;220,70;20,40;11,50;;;;;;;;;;;;;
2238N1462519P;4822,50;74,10;1681,30;3484,00;0,00;85,80;51,50;4443,60;68,30;1681,30;2470,90;0,00;37,30;22,40;4152,20;1681,30;2470,90;59,70;0,00;0,00;;;;;;;;;;;;;
2438N0282236E;4295,80;63,00;2440,30;1493,70;0,00;296,00;65,80;4061,00;60,00;2419,10;1484,60;0,00;128,70;28,60;4061,00;2419,10;1484,60;4061,00;2419,10;1484,60;;;;;;;;;;;;;
2338N3741289Q;8820,20;106,00;6356,50;1841,80;0,00;406,60;215,30;6968,00;84,00;5896,80;800,80;0,00;176,80;93,60;6968,00;5896,80;800,80;6968,00;5896,80;800,80;;;;;;;;;;;;;
