numero_dpe;adresse_ban;numero_voie_ban;nom_rue_ban;nom_commune_ban;code_postal_ban;code_insee_ban;code_departement_ban;code_region_ban;identifiant_ban;coordonnee_cartographique_x_ban;coordonnee_cartographique_y_ban;statut_geocodage;adresse_brut;nom_commune_brut;code_postal_brut
2338N1213762B;Avenue de Claix 38180 Seyssins;;Avenue de Claix;Seyssins;38180;38486;38;84;38486_0350;910601.94;6453856.12;adresse non géocodée ban car aucune correspondance trouvée;83 Avenue de Claix;SEYSSINS;38180
2238N0131378W;Avenue de la Falaise 38360 Sassenage;;Avenue de la Falaise;Sassenage;38360;38474;38;84;38474_0037;909124.81;6459337.4;adresse non géocodée ban car aucune correspondance trouvée;Avenue de la Falaise;SASSENAGE;38360
2338N2415306H;Rue Voltaire 38400 Saint-Martin-d'Hères;;Rue Voltaire;Saint-Martin-d'Hères;38400;38421;38;84;38421_1032;916330.97;6456408.67;adresse non géocodée ban car aucune correspondance trouvée;LA PLAINE VOLTAIRE;SAINT-MARTIN-D'HERES;38400
2138N0368134V;Pierre Louve 38080 L'Isle-d'Abeau;;Avenue d'Alicante;L'Isle-d'Abeau;38080;38193;38;84;38193_B038;874542.75;6504331.39;adresse géocodée ban à l'adresse;Avenue d'Alicante;L'Isle-d'Abeau;38080
2338N3569626F;1 Lotissement le quartier des prés 38140 Charnècles;1;Lotissement le quartier des prés;Charnècles;38140;38084;38;84;38084_w2r341_00001;897603.25;6474954.61;adresse non géocodée ban car aucune correspondance trouvée;"1 lotissement ""Le Quartier des près """;CHARNÈCLES;38140
2238N2322859P;7 Rue Jean JAURÈS 38490 Saint-André-le-Gaz;7;Rue Jean JAURÈS;Saint-André-le-Gaz;38490;38357;38;84;38357_0210_00007;897629.74;6497221.84;adresse non géocodée ban car aucune correspondance trouvée;7 Rue Jean Jaurès;SAINT-ANDRE-LE-GAZ;38490
2238N2283787V;Rue Emile Romanet 38370 Saint-Clair-du-Rhône;;;Saint-Clair-du-Rhône;38370;38378;38;84;38378_0310;838449.41;6483791.27;adresse géocodée ban à l'adresse;Clair Romanet B;;
"Le Bourg""";;4930.1;57;2865.4;1537;0;431.7;95.9;4552.2;53;2797.6;0;187.7;41.7;987.7
2238N1313690K;Rue Beyle Stendhal 38640 Claix;;Rue Beyle Stendhal;Claix;38640;38111;38;84;38111_0040;910010.51;6450807.26;adresse non géocodée ban car aucune correspondance trouvée;Beyle Stendhal;CLAIX;38640
2338N4560753M;102 Allée des Bergeronnettes 38620 Montferrat;102;Allée des Bergeronnettes;Montferrat;38620;38256;38;84;38256_0110_00102;899251.08;6487428.16;adresse non géocodée ban car aucune correspondance trouvée;102 allée des Bergeronnettes;MONTFERRAT;38620
2238N0996116A;Rue du Bourg 38800 Champagnier;;Rue du Bourg;Champagnier;38800;38068;38;84;38068_0014;914563.6;6449460.14;adresse non géocodée ban car aucune correspondance trouvée;Rue du 19 mars 1962;CHAMPAGNIER;38800
2473N1236944B;18 Avenue Félix Viallet 38000 Grenoble;18;Avenue Félix Viallet;Grenoble;38000;38185;38;84;38185_2750_00018;913741.25;6458375.23;adresse non géocodée ban car aucune correspondance trouvée;18 Avenue Félix Viallet ;;
"38000 Grenoble""";;6154.9;77.6;2595.3;2896;0;109.1;25.7;5779.8;72.9;2595.3;0;47.4;11.2;184
2338N4082309U;Rue Aimé Requet 38000 Grenoble;;Rue Aimé Requet;Grenoble;38000;38185;38;84;38185_0167;912367.49;6459540.37;adresse non géocodée ban car aucune correspondance trouvée;rue René Maus / rue Aimé Requet;Grenoble;38000
2338N0550059A;Lotissement les Frecheres 38480 Romagnieu;;Lotissement les Frecheres;Romagnieu;38480;38343;38;84;38343_8eoelm;906390.59;6499859.64;adresse géocodée ban à l'adresse;Lotissement les Fléchères;ROMAGNIEU;38480
2238N0761051B;Rue des Ecoles 38500 La Buisse;;;La Buisse;38500;38061;38;84;38061_0040;905008.51;6473826.84;adresse géocodée ban à l'adresse;SCCV LA BUISSE ECOLES;;
"RUE DES ECOLES""";;66977.5;69;32845.4;27990.2;0;4746;1395.9;62874.8;64;32529.8;0;2063.5;606.9;13772.4
2238N0577700C;Rue Bois Pilon 38550 Le Péage-de-Roussillon;;Rue Bois Pilon;Le Péage-de-Roussillon;38550;38298;38;84;38298_0120;840101.06;6476214.76;adresse non géocodée ban car aucune correspondance trouvée;Rue du Bois PIlon;LE PEAGE-DE-ROUSSILLON;38550
2438N0211189P;4 Rue Marceline Desbordes-Valmore 38100 Grenoble;4;Rue Marceline Desbordes-Valmore;Grenoble;38100;38185;38;84;38185_4731_00004;914489.18;6456244;adresse non géocodée ban car aucune correspondance trouvée;4 rue Marceline Desbordes-Valmore;Grenoble;38000
2238N2809934G;Rue Charles Piot 38320 Eybens;;Rue Charles Piot;Eybens;38320;38158;38;84;38158_0050;916089.21;6454461.18;adresse non géocodée ban car aucune correspondance trouvée;Rue Charles Piot;EYBENS;38320
2438N1606219P;Route d’Hurtieres 38570 Tencin;;Route d’Hurtieres;Tencin;38570;38501;38;84;38501_0140;931570.44;6471453.83;adresse non géocodée ban car aucune correspondance trouvée;Route d'Hurtières;TENCIN;38570
2438N1606232C;Route d’Hurtieres 38570 Tencin;;Route d’Hurtieres;Tencin;38570;38501;38;84;38501_0140;931570.44;6471453.83;adresse non géocodée ban car aucune correspondance trouvée;Route d'Hurtières;TENCIN;38570
2438N1044834W;61 Rue de Funas 38300 Bourgoin-Jallieu;61;Rue de Funas;Bourgoin-Jallieu;38300;38053;38;84;38053_0385_00061;877112.07;6502975;adresse non géocodée ban car aucune correspondance trouvée;61 Rue de Funas;Bourgoin-Jallieu;38300
2238N0446461L;Rue des Sources 38920 Crolles;;Rue des Sources;Crolles;38920;38140;38;84;38140_0604;926645.59;6467892.86;adresse non géocodée ban car aucune correspondance trouvée;RUE DES SOURCES;CROLLES;38920
2238N2266903L;Rue Emile Romanet 38370 Saint-Clair-du-Rhône;;;Saint-Clair-du-Rhône;38370;38378;38;84;38378_0310;838449.41;6483791.27;adresse géocodée ban à l'adresse;Clair Romanet A;;
"Le Bourg""";;4586.9;55;2565.6;1513.1;0;415.7;92.4;4232.1;51;2509.8;0;180.8;40.2;917.8
2138N0473896P;85bis Cours Liberation Gal de Gaulle 38100 Grenoble;85bis;Cours Liberation Gal de Gaulle;Grenoble;38100;38185;38;84;38185_4380_00085_bis;913175.79;6456287.48;adresse non géocodée ban car aucune correspondance trouvée;Libre Cours;;
"67/85bis Cours de la Libération""";;4988.3;72;947.4;2252;0;345.6;1443.2;3919;56;901.5;0;150.2;627.5;146.8
2338N3115964R;Rue Joseph Bouchayer 38100 Grenoble;;Rue Joseph Bouchayer;Grenoble;38100;38185;38;84;38185_3960;912844.6;6456753.16;adresse non géocodée ban car aucune correspondance trouvée;RUE JOSEPH BOUCHAYER;GRENOBLE;38000
2138N0489572N;Rue de Palenchere 38260 Gillonnay;;;Gillonnay;38260;38180;38;84;38180_0649;879210.08;6479455.22;adresse géocodée ban à l'adresse;176, rue de Palenchere;GILLONNAY;38260
2338N0922193W;41 Rue Mallifaud 38100 Grenoble;41;Rue Mallifaud;Grenoble;38100;38185;38;84;38185_4640_00041;914442.08;6457185.05;adresse non géocodée ban car aucune correspondance trouvée;41 RUE MALLIFAUD;GRENOBLE;38100
2338N4433236Z;38 Avenue du Grésivaudan 38700 Corenc;38;Avenue du Grésivaudan;Corenc;38700;38126;38;84;38126_0236_00038;916774.07;6460544.09;adresse non géocodée ban car aucune correspondance trouvée;38 Avenue du Grésivaudan;Corenc;38700
2238N1217348Y;Avenue de la Republique 38090 Villefontaine;;;Villefontaine;38090;38553;38;84;38553_0710;867925.78;6503673.27;adresse géocodée ban à l'adresse;de la Republique;VILLEFONTAINE;38090
2138N0869949K;4 Rue Marcel Paul 38560 Champ-sur-Drac;4;Rue Marcel Paul;Champ-sur-Drac;38560;38071;38;84;38071_0167_00004;915133.6;6445965.43;adresse non géocodée ban car aucune correspondance trouvée;Lotissement les Jardins de Chloé, lot 3 4 Rue Marcel Paul;CHAMP SUR DRAC;38560
2438N0753829J;Rue des Cartonniers 38300 Bourgoin-Jallieu;;Rue des Cartonniers;Bourgoin-Jallieu;38300;38053;38;84;38053_0138;876834.98;6502391.98;adresse non géocodée ban car aucune correspondance trouvée;30 des Cartonniers;BOURGOIN-JALLIEU;38300
2338N3871432D;Route de l’Altiport 38750 Huez;;Route de l’Altiport;Huez;38750;38191;38;84;38191_0005;942549.46;6448139.79;adresse non géocodée ban car aucune correspondance trouvée;Route de l'Altiport;ALPE D'HUEZ;38750
2338N0359699M;Route de la Tivollière 38500 Coublevie;;Route de la Tivollière;Coublevie;38500;38133;38;84;38133_0056;904626.28;6477480.37;adresse non géocodée ban car aucune correspondance trouvée;LA TIVOLLIERE;COUBLEVIE;38500
2238N1213025R;Rue des 4 Vies 38510 Creys-Mépieu;;Rue des 4 Vies;Creys-Mépieu;38510;38139;38;84;38139_0920;893458.39;6517461.27;adresse non géocodée ban car aucune correspondance trouvée;Chemin des Quatres Vies - LE COIN;CREYS MEPIEU;38510
2238N1526557P;11 Allee du Docteur Pierre Berthier 38300 Bourgoin-Jallieu;11;Allee du Docteur Pierre Berthier;Bourgoin-Jallieu;38300;38053;38;84;38053_0061_00011;877742.44;6501316.03;adresse non géocodée ban car aucune correspondance trouvée;11 DU DOCTEUR PIERRE BERTHIER;BOURGOIN-JALLIEU;38300
2238N3020897F;Allée des Charmanches 38920 Crolles;;;Crolles;38920;38140;38;84;38140_0180;926069.13;6468802.28;adresse géocodée ban à l'adresse;GROUPE 16038;;
ILOT SUD;;;;;;;;;;;;;;;
LE GRAND PRE;;;;;;;;;;;;;;;
"ALLEE CHANTOURNES""";;5253.8;77;2527.9;2167.5;0;279.3;279.3;4927.6;72;2517.3;0;121.4;121.4;157.1
2238N1412020I;Avenue Frederic Joliot Curie 38130 Échirolles;;Avenue Frederic Joliot Curie;Échirolles;38130;38151;38;84;38151_0160;914846.59;6453096.7;adresse non géocodée ban car aucune correspondance trouvée;AVENUE FREDERIC JOLIOT CURIE;ECHIROLLES;38130
2338N0906324N;Rue du Stade 38119 Pierre-Châtel;;Rue du Stade;Pierre-Châtel;38119;38304;38;84;38304_0405;918883.69;6432237.06;adresse non géocodée ban car aucune correspondance trouvée;rue du Stade;PIERRE-CHATEL;38119
2338N0835574J;Avenue de Rivalta 38450 Vif;;;Vif;38450;38545;38;84;38545_ycaam8;910399.29;6443016.16;adresse géocodée ban à l'adresse;de Rivalta di torino;VIF;38450
2238N1312843V;Boulevard Franklin Roosevelt 38500 Voiron;;Boulevard Franklin Roosevelt;Voiron;38500;38563;38;84;38563_0550;903098.64;6476981.16;adresse non géocodée ban car aucune correspondance trouvée;Boulevard Franklin Roosevelt et Denfert Rochereau;Voiron;38500
2238N3118771P;Rue 93 Ème Ram 38750 Huez;;Rue 93 Ème Ram;Huez;38750;38191;38;84;38191_0430;941407.24;6447891.97;adresse non géocodée ban car aucune correspondance trouvée;Rue du 93ème Ram ALPE D'HUEZ;L ALPE D HUEZ;38750
2238N2855321X;Avenue Jules Valles 38100 Grenoble;;Avenue Jules Valles;Grenoble;38100;38185;38;84;38185_4075;915988.51;6457233.74;adresse non géocodée ban car aucune correspondance trouvée;JULLES VALLES;GRENOBLE;38100
2138N0093410N;Rue des Lavandes 38500 Coublevie;;;Coublevie;38500;38133;38;84;38133_0030;903815.67;6476687.32;adresse non géocodée ban car aucune correspondance trouvée;Rue des Lavandes;COUBLEVIE;38500
2238N1634158C;Impasse du Plateau des Frères 38370 Saint-Clair-du-Rhône;;;Saint-Clair-du-Rhône;38370;38378;38;84;38378_loxkw7;839442.19;6482464.63;adresse géocodée ban à l'adresse;"Avenue ""Plateau des frères""";;
"Lieu dit Glay""";;7801.2;64;5492.3;1504.3;0;524.7;279.9;3391.8;28;2388;0;228.2;121.7;254.7
2238N3053829V;Avenue Henri Bergson 38080 L'Isle-d'Abeau;;;L'Isle-d'Abeau;38080;38193;38;84;38193_0142;872812.71;6504854.02;adresse géocodée ban à l'adresse;21, Avenue Bergson;;
"ZAC St Hubert""";;3162.5;71;1545.6;1335.2;0;201.2;80.5;2989.6;67;1540;0;87.5;35;657.5
2338N0884835A;47 Boulevard du Guillon 38500 Voiron;47;Boulevard du Guillon;Voiron;38500;38563;38;84;38563_0740_00047;903481.2;6477062.31;adresse non géocodée ban car aucune correspondance trouvée;35 et 47 Boulevard du Guillon;Voiron;38500
2238N0247710E;1 Rue Roger Ronserail 38100 Grenoble;1;Rue Roger Ronserail;Grenoble;38100;38185;38;84;38185_6070_00001;912691.93;6456548.12;adresse géocodée ban à l'adresse;1 Rue Roger Ronserail;Grenoble;38100
2338N1061498T;Rue de Chiney 38150 Assieu;;;Assieu;38150;38017;38;84;38017_0160;846100.14;6479782.14;adresse géocodée ban à l'adresse;355 Rue du Chiney;ASSIEU;38150
2438N3637692E;21 Rue Antoine Polotti 38400 Saint-Martin-d'Hères;21;Rue Antoine Polotti;Saint-Martin-d'Hères;38400;38421;38;84;38421_0055_00021;916314.37;6458890.46;adresse géocodée ban à l'adresse;21 rue Antoine Polotti;SAINT-MARTIN-D'HÈRES;38400
2238N0198331Z;3 Impasse du Coteau Saint Helene 38200 Vienne;3;Impasse du Coteau Saint Helene;Vienne;38200;38544;38;84;38544_iiiwrk_00003;845456.19;6495054.1;adresse non géocodée ban car aucune correspondance trouvée;3 du Coteau Sainte-Hélène;VIENNE;38200
2338N4336059K;Montee des Dauphinois 38780 Eyzin-Pinet;;Montee des Dauphinois;Eyzin-Pinet;38780;38160;38;84;38160_0070;853588.66;6491043.82;adresse géocodée ban à l'adresse;Les Terrasses du Château - N°17 Montée de Montfort;EYZIN PINET;38780
2438N0211134M;4 Rue Marceline Desbordes-Valmore 38100 Grenoble;4;Rue Marceline Desbordes-Valmore;Grenoble;38100;38185;38;84;38185_4731_00004;914489.18;6456244;adresse non géocodée ban car aucune correspondance trouvée;4 rue Marceline Desbordes-Valmore;Grenoble;38000
2338N2492111I;Chemin de Craponoz 38190 Bernin;;Chemin de Craponoz;Bernin;38190;38039;38;84;38039_0100;924494.64;6467969.14;adresse non géocodée ban car aucune correspondance trouvée;chemin de craponoz;BERNIN;38190
2238N0060009X;Rue Madeleine 38000 Grenoble;;;Grenoble;38000;38185;38;84;38185_4600;914308.52;6458624.51;adresse géocodée ban à l'adresse;Villa 2;;
"18 Chemin de la Madeleine""";;6517.2;67;4264.2;1335.8;0;565.3;351.9;5887.5;61;4264.2;0;245.8;153;1258.8
2338N1681346B;Avenue de Claix 38180 Seyssins;;Avenue de Claix;Seyssins;38180;38486;38;84;38486_0350;910601.94;6453856.12;adresse géocodée ban à l'adresse;Résidence Terre Blanche,;;
Bâtiment D;;;;;;;;;;;;;;;
" 67 avenue de Claix""";;2652.7;53;1765;582.4;0;203.5;101.7;2472;49;1756.8;0;88.5;44.2;539
2238N0943903V;Route de Chapèze 38300 Saint-Savin;;Route de Chapèze;Saint-Savin;38300;38455;38;84;38455_0195;881792.23;6504339.72;adresse non géocodée ban car aucune correspondance trouvée;Route de Chapèze;SAINT-SAVIN;38300
2138N0894364L;Avenue de la Muzelle (Mont-de-Lans) 38860 Les Deux Alpes;;;Les Deux Alpes;38860;38253;38;84;38253_0020;946035.47;6439892.01;adresse géocodée ban à l'adresse;Résidence La Restanque ;;
"Avenue de la Muzelle""";;6187.5;136;4158.4;1567.4;0;261.7;200.1;5508.9;121;3740.8;0;113.8;87;677.1
2238N0543087V;Boulevard Jules Ferry 38190 Villard-Bonnot;;Boulevard Jules Ferry;Villard-Bonnot;38190;38547;38;84;38547_0310;926648.71;6464165.92;adresse non géocodée ban car aucune correspondance trouvée;BD JULES FERRY;VILLARD BONNOT;38190
2138N0660117Y;Impasse Lavoisier 38340 Voreppe;;Impasse Lavoisier;Voreppe;38340;38565;38;84;38565_0303;906074.47;6470251.27;adresse non géocodée ban car aucune correspondance trouvée;67 Impasse Lavoisier;VOREPPE;38340
2238N1070517P;20 Rue Monge 38100 Grenoble;20;Rue Monge;Grenoble;38100;38185;38;84;38185_5090_00020;914598.37;6457026.99;adresse non géocodée ban car aucune correspondance trouvée;20 Rue Monge;GRENOBLE;38100
2238N2313092Y;Rue du Cervin 38500 Voiron;;Rue du Cervin;Voiron;38500;38563;38;84;38563_0267;902620;6478510.18;adresse non géocodée ban car aucune correspondance trouvée;Rue du Cervin;Voiron;38500
2238N0541829L;Boulevard Jules Ferry 38190 Villard-Bonnot;;Boulevard Jules Ferry;Villard-Bonnot;38190;38547;38;84;38547_0310;926648.71;6464165.92;adresse non géocodée ban car aucune correspondance trouvée;BD JULES FERRY;VILLARD BONNOT;38190
2238N0952195T;Rue des Sources 38920 Crolles;;Rue des Sources;Crolles;38920;38140;38;84;38140_0604;926645.59;6467892.86;adresse géocodée ban à l'adresse;Rue des Sources;Crolles;38920
2438N2282341H;Rue François Frandaz 38290 La Verpillière;;Rue François Frandaz;La Verpillière;38290;38537;38;84;38537_0059;866411.94;6506704.95;adresse géocodée ban à l'adresse;228 rue François Frandaz;LA VERPILLIÈRE;38290
2338N1906221C;Avenue de la Liberation 38370 Les Roches-de-Condrieu;;Avenue de la Liberation;Les Roches-de-Condrieu;38370;38340;38;84;38340_0300;838180.54;6485303.85;adresse non géocodée ban car aucune correspondance trouvée;Avenue de la Libération;LES ROCHES DE CONDRIEU;38370
2438N1968172W;Rue de la Liberté 38230 Pont-de-Chéruy;;Rue de la Liberté;Pont-de-Chéruy;38230;38316;38;84;38316_0200;868691.99;6518960.56;adresse non géocodée ban car aucune correspondance trouvée;36 rue de la Liberté;PONT DE CHERUY, France;38230
2238N0192525R;Rue des Perce - Neige 38160 Saint-Sauveur;;;Saint-Sauveur;38160;38454;38;84;38454_0148;883569.09;6453000.55;adresse géocodée ban à l'adresse;Lieu dit La Richonniere;;
"Rue des Perce-Neige""";;6588.1;59;4402.1;1347.6;0;539;299.5;2864.4;25;1913.9;0;234.4;130.2;213.8
2138N0531996F;Rue Olympe de Gouges 38320 Eybens;;1, rue Olympe de Gouges;Eybens;38320;38158;38;84;38158_0182;916834.09;6453369.56;adresse géocodée ban à l'adresse;1, rue Olympe de Gouges;Eybens;38320
2238N1217364O;Avenue de la Republique 38090 Villefontaine;;;Villefontaine;38090;38553;38;84;38553_0710;867925.78;6503673.27;adresse géocodée ban à l'adresse;de la Republique;VILLEFONTAINE;38090
2238N2953392W;446 Route des Alpes 38550 Cheyssieu;446;Route des Alpes;Cheyssieu;38550;38101;38;84;38101_0003_00446;844188.6;6482696.53;adresse non géocodée ban car aucune correspondance trouvée;446 route des Alpes;CHEYSSIEU;38550
2338N3917531E;Route de Vernioz 38138 Les Côtes-d'Arey;;Route de Vernioz;Les Côtes-d'Arey;38138;38131;38;84;38131_0285;846118.33;6485576.92;adresse non géocodée ban car aucune correspondance trouvée;route de Vernioz;LES COTES-D'AREY;38138
2138N0923666L;Pierre Louve 38080 L'Isle-d'Abeau;;Avenue d'Alicante;L'Isle-d'Abeau;38080;38193;38;84;38193_B038;874542.75;6504331.39;adresse géocodée ban à l'adresse;Avenue d'Alicante;L'Isle-d'Abeau;38080
2238N2855442O;Avenue Jules Valles 38100 Grenoble;;Avenue Jules Valles;Grenoble;38100;38185;38;84;38185_4075;915988.51;6457233.74;adresse non géocodée ban car aucune correspondance trouvée;JULLES VALLES;GRENOBLE;38100
2338N3852762B;17 Rue Marceau 38000 Grenoble;17;Rue Marceau;Grenoble;38000;38185;38;84;38185_4700_00017;913728.79;6457453.79;adresse non géocodée ban car aucune correspondance trouvée;17 RUE MARBEUF;GRENOBLE;38000
2238N3079735F;14 Rue des Bergeronnettes 38100 Grenoble;14;Rue des Bergeronnettes;Grenoble;38100;38185;38;84;38185_0901_00014;914372.18;6455774.55;adresse non géocodée ban car aucune correspondance trouvée;10-12-14 rue des bergeronnettes;GRENOBLE;38100
2238N1095930A;Route des 7 Laux 38190 Les Adrets;;;Les Adrets;38190;38002;38;84;38002_0016;932602.22;6467794.84;adresse géocodée ban à l'adresse;LES GRANGES DES 7 LAUX;;
ZAC DES 7 LAUX;;;;;;;;;;;;;;;
"SITE DE PRAPOUTEL""";;5709.7;123;3394.9;1811;0;209.9;293.9;5424.9;116;3394.9;0;91.3;127.8;1196.2
2238N1692685D;Route du Guichard 38140 Saint-Blaise-du-Buis;;;Saint-Blaise-du-Buis;38140;38368;38;84;38368_0076;897322.52;6477878.35;adresse géocodée ban à l'adresse;Route du Guichard;SAINT-BLAISE-DU-BUIS;38140
2338N2372450Z;Route de Lyon 38140 Apprieu;;Route de Lyon;Apprieu;38140;38013;38;84;38013_0729;894604.6;6480929.67;adresse non géocodée ban car aucune correspondance trouvée;Route de Lyon;APPRIEU;38140
2138N0648643Q;Avenue Général de Gaulle 38450 Vif;;Avenue Général de Gaulle;Vif;38450;38545;38;84;38545_0143;909502.42;6441213.05;adresse non géocodée ban car aucune correspondance trouvée;avenue Général de Gaulle;VIF;38450
2138N0592961A;Rue de Belledonne 38920 Crolles;;rue Marcel Reynaud, Zone grand triangle;Crolles;38920;38140;38;84;38140_0120;926600.33;6468520.32;adresse géocodée ban à l'adresse;rue Marcel Reynaud, Zone grand triangle;Crolles;38920
2338N2465742D;Avenue Francois Mitterrand 38500 Voiron;;Avenue Francois Mitterrand;Voiron;38500;38563;38;84;38563_1380;902952.48;6477107.14;adresse non géocodée ban car aucune correspondance trouvée;Avenue François Mitterrand / Rue du Mail;VOIRON;38500
2438N1165412M;Courtenay;;;Courtenay;38510;38135;38;84;38135;885730.88;6518190.17;adresse non géocodée ban car aucune correspondance trouvée;La Jaliniere;COURTENAY;38510
2373N1827954E;Route Départementale 290a 38190 Villard-Bonnot;;Route Départementale 290a;Villard-Bonnot;38190;38547;38;84;38547_58aru2;928126.18;6465971.43;adresse non géocodée ban car aucune correspondance trouvée;Lieudit 'Villard Mavin' - Route départementale 64;CLÉRY;73460
