numero_dpe;adresse_ban;numero_voie_ban;nom_rue_ban;nom_commune_ban;code_postal_ban;code_insee_ban;code_departement_ban;code_region_ban;identifiant_ban;coordonnee_cartographique_x_ban;coordonnee_cartographique_y_ban;statut_geocodage;adresse_brut;nom_commune_brut;code_postal_brut
2238N0240112Y;Allee Jean Achard 38330 Montbonnot-Saint-Martin;;Allee Jean Achard;Montbonnot-Saint-Martin;38330;38249;38;84;38249_0112;921202.07;6463358.84;adresse non géocodée ban car aucune correspondance trouvée;Allée Jan Achard;MONTBONNOT SAINT MARTIN;38330
2438N0990248K;Rue des Marches 38500 Voiron;;Rue des Marches;Voiron;38500;38563;38;84;38563_0988;903410.78;6477190.89;adresse non géocodée ban car aucune correspondance trouvée;12. 14 rue des Marchés;VOIRON;38500
2238N0800128A;141 Route des Maquis 38610 Gières;141;Route des Maquis;Gières;38610;38179;38;84;38179_0286_00141;918514.3;6456450.91;adresse géocodée ban à l'adresse;141 Route des Maquis;Gières;38610
2138N0196659Q;Les Moles 38890 Saint-Chef;;;Saint-Chef;38890;38374;38;84;38374_cjupg7;883928.84;6507053.34;adresse géocodée ban à l'adresse;Résidence L'ILLUD;;
"Les Contamines - Quartier de Môles - BATIMENT A""";;3392;67;1291;1485.4;0;229.3;386.3;3044;60;1291;0;99.7;167.9;647.9
2338N1966849Y;Chemin de la Sarra 38620 Massieu;;Chemin de la Sarra;Massieu;38620;38222;38;84;38222_0080;901891.44;6485310.63;adresse non géocodée ban car aucune correspondance trouvée;CHEMIN DE LA SARRA -n°4;MASSIEU;38620
2238N0773626S;Avenue de la Falaise 38360 Sassenage;;Avenue de la Falaise;Sassenage;38360;38474;38;84;38474_0037;909124.81;6459337.4;adresse non géocodée ban car aucune correspondance trouvée;Avenue de la Falaise;SASSENAGE;38360
2338N1706576L;Rue Marx Dormoy 38000 Grenoble;;Rue Marx Dormoy;Grenoble;38000;38185;38;84;38185_4904;912732.78;6457872.47;adresse non géocodée ban car aucune correspondance trouvée;Marx Dormoy;GRENOBLE;38000
2338N2605954X;Allée des Roses 38410 Saint-Martin-d'Uriage;;Allée des Roses;Saint-Martin-d'Uriage;38410;38422;38;84;38422_0391;922199.74;6452972.02;adresse non géocodée ban car aucune correspondance trouvée;N° 36, 40 et 80 Allée des Roses;SAINT-MARTIN-D'URIAGE;38410
2238N1252457H;8 Allée des Églantiers 38800 Champagnier;8;Allée des Églantiers;Champagnier;38800;38068;38;84;38068_0043_00008;914996.25;6449532.46;adresse non géocodée ban car aucune correspondance trouvée;Lotissement LE CLOS SAUZEL - N°4 8 chemin des Eglantiers;CHAMPAGNIER;38800
2138N0388503G;Route de Chirens 38620 Massieu;;;Massieu;38620;38222;38;84;38222_0028;901738.47;6485204.29;adresse non géocodée ban car aucune correspondance trouvée;ROUTE DE CHIRENS;MASSIEU;38620
2238N0900978W;20 Rue Monge 38100 Grenoble;20;Rue Monge;Grenoble;38100;38185;38;84;38185_5090_00020;914598.37;6457026.99;adresse non géocodée ban car aucune correspondance trouvée;20 Rue Monge;GRENOBLE;38100
2238N0573966M;968 Promenade de la Lavée 38410 Vaulnaveys-le-Bas;968;Promenade de la Lavée;Vaulnaveys-le-Bas;38410;38528;38;84;38528_0020_00968;919904.83;6449349.94;adresse géocodée ban à l'adresse;968 Promenade de la Lavée;Vaulnaveys-le-Bas;38410
2338N3586275O;14 Chemin du Magnit 38490 Le Passage;14;Chemin du Magnit;Le Passage;38490;38296;38;84;38296_0120_00014;896590.92;6495127.95;adresse géocodée ban à l'adresse;14 Chemin du Magnit;LE PASSAGE;38490
2238N2358085L;Cours Liberation Gal de Gaulle 38100 Grenoble;;Cours Liberation Gal de Gaulle;Grenoble;38100;38185;38;84;38185_4380;913051.64;6455911.17;adresse non géocodée ban car aucune correspondance trouvée;Cours de la Libération;GRENOBLE;38100
2338N1100744F;Chemin des 4 Vents 38670 Chasse-sur-Rhône;;Chemin des 4 Vents;Chasse-sur-Rhône;38670;38087;38;84;38087_0467;841856.34;6499660.05;adresse non géocodée ban car aucune correspondance trouvée;Chemin des 4 Vents;CHASSE SUR RHONE;38670
2138N0196663U;Les Moles 38890 Saint-Chef;;;Saint-Chef;38890;38374;38;84;38374_cjupg7;883928.84;6507053.34;adresse géocodée ban à l'adresse;Résidence L'ILLUD;;
"Les Contamines - Quartier de Môles - BATIMENT A""";;4455.4;60;1873.9;1688;0;332.9;560.6;3950.4;53;1873.9;0;144.7;243.8;834.1
2238N2513083X;Lotissement du Rosier 38840 Saint-Hilaire-du-Rosier;;Lotissement du Rosier;Saint-Hilaire-du-Rosier;38840;38394;38;84;38394_A180;877121.87;6447139.89;adresse non géocodée ban car aucune correspondance trouvée;lotissement La gare Buissonière lot 5;SAINT-HILAIRE-DU-ROSIER;38840
2138N0703787O;Village d’Hurtières 38570 Hurtières;;;Hurtières;38570;38192;38;84;38192_B020;932757.49;6469795.9;adresse non géocodée ban car aucune correspondance trouvée;Le Village Le Bourg;HURTIERES;38570
2238N3115533B;Rue 93 Ème Ram 38750 Huez;;Rue 93 Ème Ram;Huez;38750;38191;38;84;38191_0430;941407.24;6447891.97;adresse non géocodée ban car aucune correspondance trouvée;Rue du 93ème Ram ALPE D'HUEZ;L ALPE D HUEZ;38750
2338N0768762R;Rue Germaine Tillion 38320 Eybens;;Rue Germaine Tillion;Eybens;38320;38158;38;84;38158_0557;916488.03;6453600.17;adresse non géocodée ban car aucune correspondance trouvée;1, rue Germaine Tillion;EYBENS;38320
2338N0790844Z;Chemin des Evequaux 38330 Biviers;;Chemin des Evequaux;Biviers;38330;38045;38;84;38045_0220;920701.49;6463995.86;adresse non géocodée ban car aucune correspondance trouvée;Chemin des Evequaux;BIVIERS;38330
2138N0367430T;Rue de la République 38290 La Verpillière;;;La Verpillière;38290;38537;38;84;38537_0180;867062.38;6506330.32;adresse géocodée ban à l'adresse;de la République;LA VERPILLIÈRE;38290
2138N0484130F;Avenue de la Libération 38290 La Verpillière;;Avenue de la Libération;La Verpillière;38290;38537;38;84;38537_0120;866404.07;6506903.6;adresse non géocodée ban car aucune correspondance trouvée;Avenue de la Libération;LA VERPILLIERE;38290
2238N0519681P;Rue Capitaine Lanvin-Lespiau 38000 Grenoble;;Rue Capitaine Lanvin-Lespiau;Grenoble;38000;38185;38;84;38185_1263;912432.75;6459582.39;adresse non géocodée ban car aucune correspondance trouvée;Rue Capitaine Lanvin-Lespiau;Grenoble;38000
2238N2119922I;Ornacieux-Balbins;;402 Chemin du Pavé;Ornacieux-Balbins;38260;38284;38;84;38284;873394.94;6480351.22;adresse géocodée ban à l'adresse;402 Chemin du Pavé;Ornacieux-Balbins;38260
2338N3869375A;Avenue de l’Eclose 38750 Huez;;Avenue de l’Eclose;Huez;38750;38191;38;84;38191_0180;940959.29;6448081.41;adresse non géocodée ban car aucune correspondance trouvée;Avenue de l'Eclose;Huez;38750
2438N1562362U;546 Impasse Jacques Brel 38920 Crolles;546;Impasse Jacques Brel;Crolles;38920;38140;38;84;38140_0292_00546;925828;6468399.06;adresse non géocodée ban car aucune correspondance trouvée;546 RUE JACQUES BREL;CROLLES;38920
2338N2560469M;16 Rue de la République 38360 Sassenage;16;Rue de la République;Sassenage;38360;38474;38;84;38474_0160_00016;908746.14;6459887.91;adresse non géocodée ban car aucune correspondance trouvée;16 rue de la République;SASSENAGE;38360
2238N1526461X;11 Allee du Docteur Pierre Berthier 38300 Bourgoin-Jallieu;11;Allee du Docteur Pierre Berthier;Bourgoin-Jallieu;38300;38053;38;84;38053_0061_00011;877742.44;6501316.03;adresse non géocodée ban car aucune correspondance trouvée;11 DU DOCTEUR PIERRE BERTHIER;BOURGOIN-JALLIEU;38300
2138N1042680X;Avenue de la Republique 38090 Villefontaine;;Avenue de la Republique;Villefontaine;38090;38553;38;84;38553_0710;867925.78;6503673.27;adresse non géocodée ban car aucune correspondance trouvée;Avenue de la République;VILLEFONTAINE;38090
2138N0532018B;Rue Olympe de Gouges 38320 Eybens;;1, rue Olympe de Gouges;Eybens;38320;38158;38;84;38158_0182;916834.09;6453369.56;adresse géocodée ban à l'adresse;1, rue Olympe de Gouges;Eybens;38320
2338N3569695W;Rue de la Sône 38160 Saint-Marcellin;;Rue de la Sône;Saint-Marcellin;38160;38416;38;84;38416_1130;881746.64;6452342.12;adresse géocodée ban à l'adresse;Bâtiment A - Résidence Aéllia - Rue de la Sône;ST MARCELLIN;38160
2238N2291374Q;Chemin des Vignes 38140 Rives;;Chemin des Vignes;Rives;38140;38337;38;84;38337_0340;895462.74;6475306.33;adresse non géocodée ban car aucune correspondance trouvée;Chemin des vignes;RIVES;38140
2338N1955028H;Chemin des Seites 38340 Voreppe;;Chemin des Seites;Voreppe;38340;38565;38;84;38565_0495;906482.29;6468847.33;adresse géocodée ban à l'adresse;Le Beal 2,;;
"9 chemin des seites""";;64300.4;64;37308.1;20845.5;0;4425.7;1721.1;60826.1;60;37308.1;0;1924.2;748.3;4018.8
2238N0131411D;Avenue de la Falaise 38360 Sassenage;;Avenue de la Falaise;Sassenage;38360;38474;38;84;38474_0037;909124.81;6459337.4;adresse non géocodée ban car aucune correspondance trouvée;Avenue de la Falaise;SASSENAGE;38360
2338N0513918Z;2 Rue du Muret 38320 Eybens;2;Rue du Muret;Eybens;38320;38158;38;84;38158_0180_00002;915999.6;6454099.44;adresse géocodée ban à l'adresse;Résidence NEPTUNE;;
"2 Rue du Muret""";;4044.8;83;1895.7;1735.5;0;248.1;165.4;3794;78;1887.9;0;107.9;71.9;830.4
2438N2089040Q;Rue de la Girine 38460 Saint-Romain-de-Jalionas;;Rue de la Girine;Saint-Romain-de-Jalionas;38460;38451;38;84;38451_0140;872071.47;6519799.28;adresse non géocodée ban car aucune correspondance trouvée;Rue de la Girine;SAINT-ROMAIN-DE-JALIONAS;38460
2438N2247381R;avenue de Pierre Louve 38080 L'Isle-d'Abeau;;avenue de Pierre Louve;L'Isle-d'Abeau;38080;38193;38;84;38193_0242;874723.46;6504180.54;adresse non géocodée ban car aucune correspondance trouvée;Avenue d'Alicante / Avenue de l'Elche;;
"ZAC de Pierre Louve""";;7313;57.9;5234.2;1262.1;0;594;0;3179.6;25.2;2275.7;0;258.2;0;239.5
2238N0164774I;Rue Gustave Flaubert 38100 Grenoble;;Rue Gustave Flaubert;Grenoble;38100;38185;38;84;38185_3380;914328.61;6456241.11;adresse non géocodée ban car aucune correspondance trouvée;Zac Flaubert - Rue Gustave Flaubert;GRENOBLE;38000
2238N2072060M;Rue du Jouffrey 38180 Seyssins;;Rue du Jouffrey;Seyssins;38180;38486;38;84;38486_0670;910285.19;6454144.3;adresse non géocodée ban car aucune correspondance trouvée;Rue du JOUFFREY;SEYSSINS;38180
2438N0211085P;4 Rue Marceline Desbordes-Valmore 38100 Grenoble;4;Rue Marceline Desbordes-Valmore;Grenoble;38100;38185;38;84;38185_4731_00004;914489.18;6456244;adresse non géocodée ban car aucune correspondance trouvée;4 rue Marceline Desbordes-Valmore;Grenoble;38000
2238N0533681B;Rue des Glières 38760 Varces-Allières-et-Risset;;Rue des Glières;Varces-Allières-et-Risset;38760;38524;38;84;38524_0060;910653.14;6446724.61;adresse non géocodée ban car aucune correspondance trouvée;ZAC des Coins - La Giraudières;VARCES-ALLIERES-ET-RISSET;38760
2338N3360423Y;Chemin de Pinéa 38230 Charvieu-Chavagneux;;Chemin de Pinéa;Charvieu-Chavagneux;38230;38085;38;84;38085_0157;867468.2;6517860.33;adresse non géocodée ban car aucune correspondance trouvée;Chemin du cimetière;CHARVIEU-CHAVAGNEUX;38230
2238N0182396C;Rue Gustave Flaubert 38100 Grenoble;;Rue Gustave Flaubert;Grenoble;38100;38185;38;84;38185_3380;914328.61;6456241.11;adresse non géocodée ban car aucune correspondance trouvée;Gustave Flaubert;GRENOBLE;38000
2338N4358500N;Chemin de Grange Haute 38121 Chonas-l'Amballan;;Chemin de Grange Haute;Chonas-l'Amballan;38121;38107;38;84;38107_0045;841300.43;6486425.79;adresse non géocodée ban car aucune correspondance trouvée;Lotist Les Terres de Granges Hautes  N°1 Chemin de Granges Hautes  Chemin de la Jaquemardière;CHONAS L AMBALLAN;38121
2338N2453009K;Route du Grand Criel 38430 Moirans;;Route du Grand Criel;Moirans;38430;38239;38;84;38239_0600;900268.19;6474944.16;adresse non géocodée ban car aucune correspondance trouvée;LES BALCONS DU RI D'OLON LE GRAND CRIEL - N°1;MOIRANS;38430
2238N2506934K;10 Impasse les Jardins de Casta 38160 Chatte;10;Impasse les Jardins de Casta;Chatte;38160;38095;38;84;38095_d3fvha_00010;879790.89;6451826.47;adresse non géocodée ban car aucune correspondance trouvée;10 Impasse les Jardins de Casta - Appt 19 RDC;CHATTE;38160
2238N2998732S;Rue de la Révérence 38470 Saint-Gervais;;Rue de la Révérence;Saint-Gervais;38470;38390;38;84;38390_0348;894036.35;6459237.12;adresse non géocodée ban car aucune correspondance trouvée;Rue de la révérence;SAINT-GERVAIS;38470
2238N0968180O;Rue Aimé Requet 38000 Grenoble;;Rue Aimé Requet;Grenoble;38000;38185;38;84;38185_0167;912335.78;6459603.62;adresse non géocodée ban car aucune correspondance trouvée;Rue Aimé REQUET - Le PENINSULA;Grenoble;38000
2138N0669203K;Imp de Saint Etienne de Subtuer 38780 Septème;;;Septème;38780;38480;38;84;38480_0550;854689.27;6496598.86;adresse géocodée ban à l'adresse;de Saint Etienne de Subtuer;SEPTÈME;38780
2238N2283775J;Rue Emile Romanet 38370 Saint-Clair-du-Rhône;;;Saint-Clair-du-Rhône;38370;38378;38;84;38378_0310;838449.41;6483791.27;adresse géocodée ban à l'adresse;Clair Romanet B;;
"Le Bourg""";;3092.9;74;1681.5;1154.2;0;210.4;46.8;2898.8;69;1641.7;0;91.5;20.3;634.6
2438N1482738I;Rue des Amours 38140 Rives;;Rue des Amours;Rives;38140;38337;38;84;38337_0070;896371.94;6475474.71;adresse non géocodée ban car aucune correspondance trouvée;Rue des Amours;RIVES;38140
2138N0093170H;Rue des Lavandes 38500 Coublevie;;;Coublevie;38500;38133;38;84;38133_0030;903815.67;6476687.32;adresse non géocodée ban car aucune correspondance trouvée;Rue des Lavandes;COUBLEVIE;38500
2338N4392202T;Chemin du Salamot 38210 Tullins;;Chemin du Salamot;Tullins;38210;38517;38;84;38517_0623;895739.63;6470057.26;adresse non géocodée ban car aucune correspondance trouvée;Chemin du Salamot;TULLINS;38210
2138N0827680R;Route du Plâtre 38560 Jarrie;;Route du Plâtre;Jarrie;38560;38200;38;84;38200_0104;916166.49;6450134.53;adresse non géocodée ban car aucune correspondance trouvée;rue du plâtre Les Cimes - N°4;JARRIE;38560
2238N3118758C;Rue 93 Ème Ram 38750 Huez;;Rue 93 Ème Ram;Huez;38750;38191;38;84;38191_0430;941407.24;6447891.97;adresse non géocodée ban car aucune correspondance trouvée;Rue du 93ème Ram ALPE D'HUEZ;L ALPE D HUEZ;38750
2238N3096156U;Rue des Aubépines 38280 Villette-d'Anthon;;rue des aubépines;Villette-d'Anthon;38280;38557;38;84;38557_0020;865122.83;6524426.03;adresse géocodée ban à l'adresse;rue des aubépines;Villette-d'Anthon;38280
2138N0484295O;Avenue de la Libération 38290 La Verpillière;;Avenue de la Libération;La Verpillière;38290;38537;38;84;38537_0120;866404.07;6506903.6;adresse non géocodée ban car aucune correspondance trouvée;Avenue de la Libération;LA VERPILLIERE;38290
2338N0996274D;Rue du Cervin 38500 Voiron;;Rue du Cervin;Voiron;38500;38563;38;84;38563_0267;902606.48;6478476.06;adresse non géocodée ban car aucune correspondance trouvée;Rue du Cervin;Voiron;38500
2338N0799198H;Avenue de la Falaise 38360 Sassenage;;Avenue de la Falaise;Sassenage;38360;38474;38;84;38474_0037;909124.81;6459337.4;adresse non géocodée ban car aucune correspondance trouvée;Avenue de la Falaise;SASSENAGE;38360
2438N4297226W;40 Rue Lavoisier 38550 Le Péage-de-Roussillon;40;Rue Lavoisier;Le Péage-de-Roussillon;38550;38298;38;84;38298_0430_00040;840591.76;6475836.11;adresse non géocodée ban car aucune correspondance trouvée;40 rue Lavoisier;LE PÉAGE-DE-ROUSSILLON;38550
2338N4366191I;38 Avenue du Grésivaudan 38700 Corenc;38;Avenue du Grésivaudan;Corenc;38700;38126;38;84;38126_0236_00038;916774.07;6460544.09;adresse non géocodée ban car aucune correspondance trouvée;38 Avenue du Grésivaudan;Corenc;38700
2238N0526339R;Boulevard Jules Ferry 38190 Villard-Bonnot;;Boulevard Jules Ferry;Villard-Bonnot;38190;38547;38;84;38547_0310;926648.71;6464165.92;adresse non géocodée ban car aucune correspondance trouvée;BD JULES FERRY;VILLARD BONNOT;38190
2238N0300397P;Chemin du Vorget 38530 Chapareillan;;;Chapareillan;38530;38075;38;84;38075_0350;933180.81;6490814.29;adresse géocodée ban à l'adresse;Chemin du Vorget;CHAPAREILLAN;38530
2438N2065566U;22 Rue Francisque Cartallier 38780 Pont-Évêque;22;Rue Francisque Cartallier;Pont-Évêque;38780;38318;38;84;38318_0025_00022;849182.37;6493697.65;adresse géocodée ban à l'adresse;22 Rue Francisque Cartallier;PONT EVEQUE;38780
2338N3073377S;18 Avenue Maréchal Leclerc 38300 Bourgoin-Jallieu;18;Avenue Maréchal Leclerc;Bourgoin-Jallieu;38300;38053;38;84;38053_0598_00018;877867.02;6501194.31;adresse non géocodée ban car aucune correspondance trouvée;18 Avenue du Maréchal LECLERC;BOURGOIN-JALLIEU;38300
2338N3856991S;Chemin des Morins 38500 Voiron;;Chemin des Morins;Voiron;38500;38563;38;84;38563_1110;900913.88;6476962.29;adresse géocodée ban à l'adresse;Chemin des Morins;VOIRON;38500
2438N1223889P;Rue des Amours 38140 Rives;;Rue des Amours;Rives;38140;38337;38;84;38337_0070;896371.94;6475474.71;adresse non géocodée ban car aucune correspondance trouvée;Rue des Amours;RIVES;38140
2338N1631794F;Impasse de la Coste 38430 Moirans;;Impasse de la Coste;Moirans;38430;38239;38;84;38239_7nf51u;901617.61;6472818.51;adresse non géocodée ban car aucune correspondance trouvée;3 lotissement Petit Champ - Lieu-dit La Coste;MOIRANS;38430
2338N1707021O;Rue Marx Dormoy 38000 Grenoble;;Rue Marx Dormoy;Grenoble;38000;38185;38;84;38185_4904;912732.78;6457872.47;adresse non géocodée ban car aucune correspondance trouvée;Marx Dormoy;GRENOBLE;38000
2238N0978413D;Rue Aimé Bouchayer 38170 Seyssinet-Pariset;;Rue Aimé Bouchayer - Notre Dame des Iles;Seyssinet-Pariset;38170;38485;38;84;38485_0020;911588.69;6457290.46;adresse géocodée ban à l'adresse;Rue Aimé Bouchayer - Notre Dame des Iles;Seyssinet-Pariset;38170
2238N3031406K;Allee Chantournes 38920 Crolles;;;Crolles;38920;38140;38;84;38140_0179;926450.39;6468584.51;adresse géocodée ban à l'adresse;GROUPE 16038;;
ILOT EST;;;;;;;;;;;;;;;
LE GRAND PRE;;;;;;;;;;;;;;;
"ALLEE CHANTOURNES""";;5772.3;69;2731.4;2414.8;0;345.4;280.6;5418.4;65;2731.4;0;150.2;122;172.6
2238N0854170O;Rue de Montponcon 38500 Voiron;;;Voiron;38500;38563;38;84;38563_1100;901747.15;6476655.88;adresse géocodée ban à l'adresse;Rue de Montponçon;VOIRON;38500
2338N1032605M;Boulevard Michel Perret 38210 Tullins;;Boulevard Michel Perret;Tullins;38210;38517;38;84;38517_0405;895064.23;6470247.15;adresse non géocodée ban car aucune correspondance trouvée;Michel Perret;TULLINS;38210
2438N2217746W;Rue des Amours 38140 Rives;;Rue des Amours;Rives;38140;38337;38;84;38337_0070;896371.94;6475474.71;adresse non géocodée ban car aucune correspondance trouvée;Rue des Amours;RIVES;38140
2238N2109819T;Allée France Gall 38670 Chasse-sur-Rhône;;Allée France Gall;Chasse-sur-Rhône;38670;38087;38;84;38087_xs6toy;841309.34;6500046.47;adresse non géocodée ban car aucune correspondance trouvée;115 allée France Gall;CHASSE-SUR-RHONE;38670
2138N0655547E;Rue Marcel Reynaud 38920 Crolles;;Marcel Reynaud;Crolles;38920;38140;38;84;38140_0455;926131.3;6468161.76;adresse géocodée ban à l'adresse;Marcel Reynaud;Crolles;38920
2238N2810045N;Rue Charles Piot 38320 Eybens;;Rue Charles Piot;Eybens;38320;38158;38;84;38158_0050;916089.21;6454461.18;adresse non géocodée ban car aucune correspondance trouvée;Rue Charles Piot;EYBENS;38320
2238N1779944G;Chemin de la Cote 38460 Saint-Romain-de-Jalionas;;;Saint-Romain-de-Jalionas;38460;38451;38;84;38451_0055;872525.37;6518303.58;adresse géocodée ban à l'adresse;4 bis chemin de la Côte;SAINT-ROMAIN-DE-JALIONAS;38460
2138N0893615Q;2bis Promenade de Cassiopee 38080 L'Isle-d'Abeau;2bis;Promenade de Cassiopee;L'Isle-d'Abeau;38080;38193;38;84;38193_0064_00002_bis;872068.46;6504622.96;adresse non géocodée ban car aucune correspondance trouvée;2 bis, promenade de Cassiopée;L'ISLE-D'ABEAU;38080
2338N0790834P;Chemin des Evequaux 38330 Biviers;;Chemin des Evequaux;Biviers;38330;38045;38;84;38045_0220;920701.49;6463995.86;adresse non géocodée ban car aucune correspondance trouvée;Chemin des Evequaux;BIVIERS;38330
2138N0773428B;rue louise bourgeois 38400 Saint-Martin-d'Hères;;rue louise bourgeois;Saint-Martin-d'Hères;38400;38421;38;84;38421_0628;917222.62;6457046.84;adresse non géocodée ban car aucune correspondance trouvée;Rue Louise Bourgeois;SAINT MARTIN D'HERES;38400
2238N2308801X;Chemin du Ruisseau 38890 Saint-Chef;;Chemin du Ruisseau;Saint-Chef;38890;38374;38;84;38374_0720;884056.49;6507246.15;adresse non géocodée ban car aucune correspondance trouvée;Chemin du Ruisseau;SAINT-CHEF;38890
2338N3442071G;Route de la Tuiliere 38630 Les Avenières Veyrins-Thuellin;;;Les Avenières Veyrins-Thuellin;38630;38022;38;84;38541_0875;895422.9;6507618.93;adresse géocodée ban à l'adresse;29 Route de la Tuilière;THUELLIN;38630
2238N1088029D;Route des 7 Laux 38190 Les Adrets;;;Les Adrets;38190;38002;38;84;38002_0016;932602.22;6467794.84;adresse géocodée ban à l'adresse;LES GRANGES DES 7 LAUX;;
ZAC DES 7 LAUX;;;;;;;;;;;;;;;
"SITE DE PRAPOUTEL""";;6123.1;139;3973.2;1579.7;0;175.5;394.8;5800.8;132;3973.2;0;76.3;171.6;1276.7
2338N2088164X;3 Rue de l'Avenir 38320 Eybens;3;Rue de l'Avenir;Eybens;38320;38158;38;84;38158_0350_00003;915379.2;6455520.41;adresse non géocodée ban car aucune correspondance trouvée;3 Rue de l'avenir;Eybens;38320
2237N1057892Z;27 Rue Florence Arthaud 38550 Saint-Maurice-l'Exil;27;Rue Florence Arthaud;Saint-Maurice-l'Exil;38550;38425;38;84;38425_0067_00027;839592.65;6477002.83;adresse non géocodée ban car aucune correspondance trouvée;27 Rue Florence Arthaud - Le Paradis;VEIGNE;37250
2138N0660091Y;Impasse Lavoisier 38340 Voreppe;;Impasse Lavoisier;Voreppe;38340;38565;38;84;38565_0303;906074.47;6470251.27;adresse non géocodée ban car aucune correspondance trouvée;67 Impasse Lavoisier;VOREPPE;38340
2238N0378106K;Crolles;;Rue Marcel Reynaud;Crolles;38920;38140;38;84;38140;925972.36;6469045.9;adresse géocodée ban à l'adresse;Rue Marcel Reynaud;Crolles;38920
2238N2728296I;Avenue Marius Chorot 38430 Moirans;;Avenue Marius Chorot;Moirans;38430;38239;38;84;38239_0240;901368.57;6472982.62;adresse non géocodée ban car aucune correspondance trouvée;Avenue Marius Chorot - Rue de la Scierie;Moirans;38430
2138N0520399E;33 Impasse des Sables 38780 Septème;33;Impasse des Sables;Septème;38780;38480;38;84;38480_0540_00033;856080.06;6498235.4;adresse non géocodée ban car aucune correspondance trouvée;33 IMPASSE DES SABLES;SEPTEME;38780
2138N0285443K;Chemin de la Ferrandiere 38800 Champagnier;;chemin de Ferrandières;CHAMPAGNIER;38800;38068;38;84;38068_0160;914371.9;6449615.54;adresse géocodée ban à l'adresse;chemin de Ferrandières;CHAMPAGNIER;38800
2238N1383650E;Rue du Chateau Dauphin 38530 La Buissière;;;La Buissière;38530;38062;38;84;38062_0050;933012.44;6483237.17;adresse géocodée ban à l'adresse;du Chateau Dauphin;LA BUISSIÈRE;38530
2338N4417992R;Chemin du Vivier 38200 Seyssuel;;Chemin du Vivier;Seyssuel;38200;38487;38;84;38487_0143;843305.04;6497815.2;adresse non géocodée ban car aucune correspondance trouvée;Lotissement ''LE VIVIER'' - lot 2 - Chemin du Vivier;SEYSSUEL;38200
2438N0791052A;Chemin de l’Agnelas 38700 La Tronche;;Chemin de l’Agnelas;La Tronche;38700;38516;38;84;38516_0010;915079.64;6459892.4;adresse non géocodée ban car aucune correspondance trouvée;Rue de l'Agnelas;LA TRONCHE;38700
2238N0251808U;Impasse des Violettes 38300 Nivolas-Vermelle;;Impasse des Violettes;Nivolas-Vermelle;38300;38276;38;84;38276_0680;879327.66;6499829.62;adresse non géocodée ban car aucune correspondance trouvée;Les Portes de Nivolas Lot 9;Nivolas-Vermelle;38300
2338N4368992B;38 Avenue du Grésivaudan 38700 Corenc;38;Avenue du Grésivaudan;Corenc;38700;38126;38;84;38126_0236_00038;916774.07;6460544.09;adresse non géocodée ban car aucune correspondance trouvée;38 Avenue du Grésivaudan;Corenc;38700
2238N1769690W;44 Route de Vernavant 38110 Rochetoirin;44;Route de Vernavant;Rochetoirin;38110;38341;38;84;38341_0193_00044;888004.08;6501018.56;adresse géocodée ban à l'adresse;44 route de Vernavant;ROCHETOIRIN;38110
2338N2392089I;13 Rue Charles Piot 38320 Eybens;13;Rue Charles Piot;Eybens;38320;38158;38;84;38158_0415_00013;916188.2;6454686.99;adresse géocodée ban à l'adresse;Le Ronsard;;
"13 rue Charles Piot""";;3850.5;78;1168.9;2264.6;0;234.6;182.4;3598.4;73;1161.5;0;102;79.3;785.8
2238N0217379P;800 Route de Seyssuel 38200 Chuzelles;800;Route de Seyssuel;Chuzelles;38200;38110;38;84;38110_0370_00800;845087.95;6498135.99;adresse non géocodée ban car aucune correspondance trouvée;800 ROUTE DES GRANDES BRUYERES - n°A;SEYSSUEL;38200
2138N0148824V;Rue du Drac 38120 Saint-Égrève;;;Saint-Égrève;38120;38382;38;84;38382_0200;910823.7;6461488.53;adresse géocodée ban à l'adresse;8 BIS rue du Drac;ST EGREVE;38120
2138N0306939E;10 Boulevard des Frères Desaire 38170 Seyssinet-Pariset;10;Boulevard des Frères Desaire;Seyssinet-Pariset;38170;38485;38;84;38485_0290_00010;911315.14;6457290.13;adresse géocodée ban à l'adresse;Alp’Inn & Saf’Ari;;
"10 Boulevard des Frères Desaire""";;5832.1;68;3581.3;1783.4;0;368.9;98.4;5503.5;65;3539.6;0;160.4;42.8;1209.4
2338N2416906V;La Combe 38470 Quincieu;;La Combe;Quincieu;38470;38330;38;84;38330_m1ehvd;887167.43;6466860.02;adresse non géocodée ban car aucune correspondance trouvée;Lieu-dit ''La Combe'';QUINCIEU;38470
2338N0886043M;47 Boulevard du Guillon 38500 Voiron;47;Boulevard du Guillon;Voiron;38500;38563;38;84;38563_0740_00047;903481.2;6477062.31;adresse non géocodée ban car aucune correspondance trouvée;35 _ 47 boulevard du Guillon;VOIRON;38500
2338N0924549M;Rue de lâ€ Eglise 38200 Seyssuel;;Rue de lâ€ Eglise;Seyssuel;38200;38487;38;84;38487_0040;844149.16;6497300.48;adresse géocodée ban à l'adresse;BAT A;;
" Rue De L'eglise""";;4059.4;64;1976;1719.8;0;311.6;51.9;3627.2;58;1930.2;0;135.5;22.6;770.5
2238N2036579V;Avenue des Jeux 38750 Huez;;Des Jeux;Huez;38750;38191;38;84;38191_0260;941310.88;6448296.8;adresse géocodée ban à l'adresse;Des Jeux;Huez;38750
