numero_dpe;besoin_chauffage;besoin_ecs;besoin_refroidissement;besoin_ecs_batiment;besoin_ecs_logement
2438N1824119J;;;;;
2338N1963943E;;;;;
2238N1932700M;;;;;
2238N0898686S;;;;;
2138N1042969A;;;;;
2338N2154902T;;;;;
2338N3711196F;;;;;
2238N0567067D;;;;;
2238N1070634C;;;;;
2238N0965269P;;;;;
2138N0442754V;;;;;
2138N0311421O;;;;;
"Lotissement la Fougère""";;;;;
2238N2463824I;;;;;
2438N2065494A;;;;46884897.9;1087518.9
2238N2283682U;;;;;
"Le Bourg""";;;;;
2238N1580957X;;;;;
"Résidence Gueta""";;;;;
2338N2372486J;;;;;
2238N2463839X;;;;;
2338N3781129Y;;;;;
2438N0261092Y;;;;;
2238N2290498Y;;;;;
2238N0547125D;;;;;
2338N3999418R;;;;;
2238N0580650O;;;;;
2338N3126419U;;;;;
2238N2664614A;;;;;
2338N1905298P;;;;;
2238N2358106G;;;;;
2438N2154416C;;;;;
2438N2263068A;;;;37466310;1505497.5
2238N1463435V;;;;;
2338N2465699M;;;;;
2238N2735828A;;;;;
2238N2265164O;;;;;
2238N1199031L;;;;;
2338N3901888N;;;;;
2338N1481264P;;;;;
2338N1298686J;;;;;
2338N1458300J;;;;;
2438N2331322E;;;;;
2338N0924602N;;;;;
" Rue De L'eglise""";;;;;
2238N3079772Q;;;;;
2438N0753796C;;;;;
2338N0492890F;;;;;
Lotissement Les Terres de Venosc ;;;;;
"Lot C""";22832.6;18391.1;3619;;
2138N0345827W;;;;;
2138N0398068D;;;;;
2138N0665415S;;;;;
2338N1239585G;;;;;
2338N0924537A;;;;;
" Rue De L'eglise""";;;;;
2138N0622662J;;;;;
2338N0729294R;;;;;
2138N0556779K;;;;;
"Lieu dit Bon repos""";;;;;
2238N2855306I;;;;;
2338N2465855M;;;;;
2238N2398568M;;;;;
2238N3053810C;;;;;
"ZAC St Hubert""";;;;;
2438N0317708M;;;;;
2338N2953472Z;;;;;
2238N0519872Y;;;;;
2438N2078672W;;;;;
2238N0198218Q;;;;;
2338N1036276R;;;;;
2238N0987352Y;;;;7244889.5;1122248.7
2238N0022405P;;;;;
2138N0726963Y;;;;;
2238N0580529X;;;;;
2338N3247753M;;;;;
2238N0408320M;;;;;
2238N1456930Q;;;;;
2338N0791003C;;;;;
2438N1075547D;1623;576;0;;
2238N1070630Y;;;;;
2238N1253783H;;;;;
2238N0002580C;;;;;
"Rue Victor Hugo""";;;;;
2238N1182364K;;;;;
2338N0977911W;;;;;
2238N0654332M;;;;;
2238N0579093R;;;;;
2238N0636563B;;;;;
2338N3852804R;;;;;
2338N0906317G;;;;;
2338N1955059M;;;;;
"9 chemin des seites""";;;;;
2138N0622606F;;;;;
2338N3871211Q;;;;;
2138N0646391A;;;;;
2338N3852801O;;;;;
2338N3914978Z;;;;;
2238N0978260G;;;;;
2469N0477112P;;;;;
2338N2192429C;;;;;
2238N2472615L;;;;;
2438N2198925Z;;;;;
2138N0772643W;;;;;
"Rue Gay""";;;;;
2338N2192486H;;;;;
2238N0423334Y;;;;;
2238N3114171R;;;;;
2238N2671716E;;;;;
2238N1182377X;;;;;
2338N3757668P;;;;;
2338N2602653Y;;;;;
2338N1118467W;;;;;
2238N2649245X;;;;;
2238N0403279P;;;;;
2338N0838441Q;;;;;
2338N4171430N;;;;;
"140 Route de Lyon""";;;;;
2338N0972637A;;;;;
2238N1462064C;;;;;
2338N2493173E;;;;;
2338N2372446V;;;;;
2338N0632282L;;;;;
2138N0196627K;;;;;
"Les Contamines - Quartier de Môles - BATIMENT A""";;;;;
2238N1126271Z;;;;;
2338N3159753W;;;;;
2238N0382607N;;;;;
2338N2911208L;;;;;
2338N4178572F;;;;;
2338N2465868Z;;;;;
2338N2564896T;;;;;
2238N1330886U;;;;;
2438N0791070S;;;;;
2238N0237750C;;;;;
2238N0733428Q;;;;;
2338N3999528X;;;;;
2238N0580634Y;;;;;
2238N2852652G;;;;;
2238N1313942C;;;;;
2338N0856127W;;;;;
2338N0854336Z;;;;;
2238N1312776G;;;;;
2238N1203577H;;;;;
2438N0279273F;;;;6574297.7;1136984.8
2338N1680750D;;;;;
Bâtiment C;;;;;
"65 avenue de Claix""";;;;;
2238N2649046G;;;;;
2138N0706167C;;;;;
2338N3308549U;;;;;
2438N0287494K;;;;;
2438N0261094A;;;;;
2138N0726674V;;;;;
2338N1036229W;;;;;
2238N1313695P;;;;;
2238N3053834A;;;;;
"ZAC St Hubert""";;;;;
2238N1452707F;;;;;
2362N0311176D;;;;;
2238N3112673B;;;;;
2238N3114970K;;;;;
2338N0865637Q;;;;;
2238N2899817H;;;;;
2238N2291252Y;;;;;
2138N0535719K;;;;;
2469N0481755E;;;;;
2238N0996600Q;;;;;
2138N0772672Z;;;;;
"Rue Gay""";;;;;
2238N0543100I;;;;;
2438N1277361F;;;;;
2138N0482981A;;;;;
2438N0790828K;;;;;
2138N0354154D;;;;;
2238N0500646M;;;;;
2138N0266086X;;;;;
250;;;;;
2438N1584475H;;;;14000916;1495908.2
2238N0131405X;;;;;
2438N0753754M;;;;;
2138N0883527Q;;;;;
2238N1463411X;;;;;
2238N2322875F;;;;;
2238N2358060M;;;;;
2438N0144943R;;;;;
2238N2291360C;;;;;
2238N0176170Q;;;;;
2138N0755969O;;;;;
2338N1952090H;;;;;
2138N0582936L;;;;;
2238N1070509H;;;;;
2238N0020167N;;;;;
2138N0230983U;;;;;
2438N1156652O;;;;;
2338N3871516J;;;;;
2138N0574979K;;;;;
2338N2372440P;;;;;
2138N0894394P;;;;;
"Avenue de la Muzelle""";;;;;
2238N1449027R;;;;;
2338N3292503Q;;;;;
2338N2465932L;;;;;
2338N1065448R;;;;;
2138N0564096V;;;;;
"10 rue du Garat""";;;;;
2138N0878769Q;;;;;
2338N0790849E;;;;;
2238N2283668G;;;;;
"Le Bourg""";;;;;
2338N1279555O;;;;;
2338N4452675Q;;;;;
2438N1317744K;;;;;
2282N1269077F;;;;;
2238N1146583F;;;;;
2238N2552454E;;;;;
"Rue de Nantes""";;;;;
2138N0571569G;;;;;
2238N3100445T;;;;;
2238N1114101X;;;;;
2338N2465833Q;;;;;
2238N0164784S;;;;;
2338N0679934F;;;;;
2238N1314606Q;;;;;
2254N3067556K;;;;;
2238N1526456S;;;;;
2238N3114262E;;;;;
2238N2265247T;;;;;
2338N3917522V;;;;;
2138N0142761Q;;;;;
2238N0247685F;;;;;
2238N2552493R;;;;;
"Rue de Nantes""";;;;;
2238N0637246I;;;;;
2438N0899692M;;;;;
2238N2475036O;;;;;
2238N1330907P;;;;;
2138N0832497Y;4702;589;0;;
2238N0654329J;;;;;
2438N1969396Y;;;;30869349.4;988032.3
2138N0313737Q;;;;;
2238N2855371V;;;;;
2138N0575036P;;;;;
2138N0569791W;;;;;
2438N3955681N;;;;;
2138N0755945Q;;;;;
2138N1042947E;;;;;
2338N1687305G;;;;;
2338N0649227E;;;;;
2238N1087879J;;;;;
ZAC DES 7 LAUX;;;;;
"SITE DE PRAPOUTEL""";;;;;
2338N1040166H;;;;;
"Lotissement le Clos David""";;;;;
2438N4518187J;;;;;
2138N0652505E;;;;;
2338N2465950D;;;;;
2238N0754521X;;;;;
2238N3043594E;;;;;
2338N3871218X;;;;;
2238N1530025Z;;;;;
2238N0757098A;;;;;
2438N3638401L;;;;;
2238N0247712G;;;;;
2238N1720089D;;;;;
2438N1156678O;;;;;
2238N0340737D;;;;;
2254N3067486S;;;;;
2238N0480667B;;;;;
"Lot n°10""";;;;;
2238N0567374Y;;;;;
2338N2542448J;;;;;
2138N0346808P;;;;;
2238N3118636K;;;;;
2138N0141181W;;;;;
2438N0279605Z;;;;;
2238N0182353L;;;;;
2438N1341847L;;;;;
2238N2522520W;;;;;
2338N0924535Y;;;;;
" Rue De L'eglise""";;;;;
2338N3871274B;;;;;
2238N0900930A;;;;;
2238N0088501T;;;;;
2238N0737975N;;;;;
2238N2338292E;;;;;
2238N0519691Z;;;;;
2338N3073391G;;;;;
2238N2649233L;;;;;
2338N2339291Q;;;;;
2238N1007682W;;;;;
2138N0434872R;;;;;
2338N2339269U;;;;;
2138N0756006Z;;;;;
2338N2372442R;;;;;
2438N2102659L;;;;;
2238N1070699P;;;;;
2438N1559328C;;;;10950348.2;1244357.9
2338N4328589C;;;;;
2338N0922179I;;;;;
2338N3852783W;;;;;
2338N3000018F;;;;;
2438N1433456W;;;;;
2238N2849523X;;;;;
2338N1601101S;;;;;
2238N1308381F;;;;;
2138N0773653S;;;;;
"Rue Gay""";;;;;
2238N1008317H;;;;;
2438N0211182I;;;;;
2138N0050066L;;;;;
2338N3714876T;;;;;
2238N2597584Y;;;;;
2238N1426619V;;;;;
2138N0892618H;;;;;
2338N3115893Y;;;;;
2238N0968219B;;;;;
2238N0737973L;;;;;
2138N0622636J;;;;;
2338N1788369I;;;;;
2438N0213658O;;;;;
2438N1156647J;;;;;
2238N1694026S;;;;;
2338N2493836R;;;;;
"Le Clos du Pressoir""";;;;;
2338N2465845C;;;;;
2338N0381753S;;;;;
2238N0268199F;;;;;
2438N0033102C;;;;;
2238N2298445P;;;;;
2338N3578030L;;;;;
2238N1452636M;;;;;
2238N2358030I;;;;;
2438N2098610S;;;;1886104.6;920260.8
2138N0575057K;;;;;
2338N3520528V;;;;;
2138N0565865W;;;;;
2338N0906326P;;;;;
2238N1599577B;;;;;
"Opération Coeur de Village""";;;;;
2338N0924569G;;;;;
" Rue De L'eglise""";;;;;
2238N1124914U;;;;;
2138N0346813U;;;;;
2338N1311457O;;;;;
2238N2072043V;;;;;
2238N0779180I;;;;;
2338N3852808V;;;;;
2238N1581030S;;;;;
"Résidence Gueta""";;;;;
2438N2250985H;;;;;
2338N0241227W;;;;;
2238N1912718Y;;;;;
2338N2220540H;;;;;
2438N0355159X;;;;;
2338N2492246N;;;;;
2138N0368136X;;;;;
2338N2260684H;;;;;
2338N1952087E;;;;;
2438N2065529J;;;;46884897.9;1250435.7
2338N0728524B;;;;;
2438N4431198Q;;;;;
2238N0476664C;;;;;
2338N3958828N;;;;;
2338N2192495Q;;;;;
2238N0408298Q;;;;;
2338N2465674N;;;;;
2338N2564985E;;;;;
2138N0878613Q;;;;;
2438N1029004A;;;;;
2338N2186449C;;;;;
2438N1134852C;;;;;
Bâtiment B;;;;;
"71 avenue de Claix""";;;;;
2238N2010445R;;;;;
2238N3114603H;;;;;
2238N1825053F;;;;;
2438N3637660Y;;;;;
2338N1906230L;;;;;
2438N2152770U;;;;;
2338N0529964D;;;;;
2138N0954584P;;;;;
2338N4171418B;;;;;
"140 Route de Lyon""";;;;;
2338N3063152L;;;;;
2338N2372447W;;;;;
2238N0901045L;;;;;
2338N1403970T;;;;;
2238N0449447H;;;;;
2338N3724155Q;;;;;
2338N1981465C;;;;;
2238N0954494E;;;;;
2138N0592981U;;;;;
2338N2686451Y;;;;;
2238N1608230W;;;;;
2238N1783493T;;;;;
2238N0900877Z;;;;;
2338N3577750R;;;;;
2338N3513199Y;;;;;
2338N0788735W;;;;;
2138N0651366J;;;;;
2238N2596646W;;;;;
ALLEE DE LA BATIE;;;;;
"EMBELLIE ALPES""";;;;;
2238N0758390S;;;;8273936.8;1231999.9
2138N0592968H;;;;;
2438N2319087P;;;;;
2338N4439766D;;;;;
"5 Impasse Champ Fila""";;;;;
2138N0017139A;;;;;
2438N1111780S;;;;;
2238N1449192A;;;;;
2338N2605958B;;;;;
2438N4431189H;;;;;
2238N3118739J;;;;;
2438N1277390I;;;;;
2338N3871173E;;;;;
2438N2282264I;;;;;
2138N0895666N;;;;;
"Avenue de la Muzelle""";;;;;
2238N1070632A;;;;;
2238N1681130S;1373;483;225;;
2438N3182870A;;;;;
2338N1897435E;;;;;
2338N0382192P;;;;;
2338N1706534V;;;;;
2338N3115995W;;;;;
2238N1124884Q;;;;;
2338N3944846T;;;;;
2438N1642789D;;;;;
2438N1600950Y;;;;;
2238N1655057X;;;;;
"LE PELLAN""";;;;;
2238N0733422K;;;;;
2238N0060552U;;;;;
2238N2109829D;;;;;
2238N2298439J;;;;;
2238N0378097B;;;;;
2238N2283772G;;;;;
"Le Bourg""";;;;;
2238N2642097Z;;;;;
2238N2898750G;;;;;
2438N2154541X;;;;;
2138N0354142R;;;;;
2138N0892601Q;;;;;
2138N0420992V;;;;;
2438N2282332Y;;;;;
2238N1642096K;;;;;
2438N1044841D;;;;;
2338N2339204H;;;;;
2238N2852659N;;;;;
2238N2229361N;;;;;
2138N0916236R;;;;;
2438N3951342Q;;;;;
2338N3569692T;;;;7506935.9;1272788.2
2138N1042975G;;;;;
2238N2730760C;;;;;
2238N2671430E;;;;;
2238N0500088A;;;;;
2238N1018366U;;;;;
2338N0688365M;;;;;
"2 Rue du Muret""";;;;;
2438N1177010O;;;;;
2138N0648659G;;;;;
2338N1847386F;;;;;
2338N4082185A;;;;;
2438N1111864Y;;;;;
2374N3186226L;;;;;
2374N3194262N;;;;;
2138N0753143W;;;;;
2238N1217394S;;;;;
2238N2358125Z;;;;;
2238N1462646M;;;;;
2438N3182374Y;;;;;
2238N2265271R;;;;;
2238N2109853B;;;;;
2438N2099397Z;;;;27469026.2;1003588.4
2338N3146810B;;;;;
2238N1599581F;;;;;
"Opération Coeur de Village""";;;;;
2138N0660865S;;;;;
2238N1070722M;;;;;
2238N1424792O;;;;;
2238N1372635N;;;;;
2338N1844206X;;;;;
2238N0778452I;;;;;
2338N3578013U;;;;;
2238N2651158M;;;;;
2338N1674289Q;;;;;
Bâtiment B;;;;;
"71 avenue de Claix""";;;;;
2238N0580515J;;;;;
2438N1890950U;;;;;
"LES VILLAS CELESTES""";;;;;
2238N0580707T;;;;;
2238N0182345D;;;;;
2338N1844200R;;;;;
2138N0197278L;;;;;
"Les Contamines - Quartier de Môles - BATIMENT B""";;;;;
2338N0659516X;;;;;
2138N0755957C;;;;;
2138N0635704Z;;;;;
2238N0241712M;;;;;
2238N0449440A;;;;;
2238N2475274S;;;;;
2338N0933004R;;;;;
2238N1457544G;;;;;
2338N2088002R;;;;;
2238N1331223T;;;;;
2238N1137152M;;;;;
2338N4095108B;;;;;
2238N0846131J;;;;;
2438N2065493Z;;;;46884897.9;1015767.9
2238N1314564A;;;;;
2238N2467733R;;;;;
2238N0986266E;;;;8271243.6;1378540.6
2338N1036293I;;;;;
2338N0389828H;;;;;
"Chemin de l'Amarante""";;;;;
2138N0558263M;;;;;
2238N2743929P;;;;;
ZAC éco-quartier;;;;;
"166 allée du Parc""";;;;;
2338N3466381G;;;;;
2338N2088110V;;;;;
2238N2266906O;;;;;
"Le Bourg""";;;;;
2238N1312836O;;;;;
2338N0811528N;;;;;
2138N0409151K;;;;;
2238N1478299N;;;;;
2238N0540572C;;;;;
2338N0812917Y;;;;;
2138N0141713I;;;;;
2438N0350835P;;;;;
2338N1191285O;;;;;
2238N1086461V;;;;;
ZAC DES 7 LAUX;;;;;
"SITE DE PRAPOUTEL""";;;;;
2238N2124876W;;;;;
2238N0758387P;;;;8273936.8;1231729.8
2438N2096807J;;;;28301023.4;1316007.6
2138N0646399I;;;;;
2138N0562026F;;;;;
2238N0149717F;;;;;
2438N0990185Z;;;;;
2238N1932621L;;;;;
2238N0149689D;;;;;
2238N1367643N;;;;;
2238N1314518G;;;;;
2338N3676165W;;;;;
2438N1562472A;;;;10584245.7;1174801.8
2338N2267574H;;;;;
2238N1932666E;;;;;
2238N1526576I;;;;;
2138N0437438J;;;;;
2238N1217541J;;;;;
2438N1302050U;;;;;
2238N1155524C;;;;;
2238N2852640U;;;;;
2338N3063144D;;;;;
2438N1223899Z;;;;;
2238N2898767X;;;;;
2238N1146591N;;;;;
2238N2605327T;;;;;
2238N1463392E;;;;;
2438N0229060Y;;;;;
2238N1452736I;;;;;
2438N1139689D;;;;;
Bâtiment C;;;;;
"65 avenue de Claix""";;;;;
2338N2564969O;;;;;
2238N1462461J;;;;;
2338N1330920D;;;;;
2238N0978383Z;;;;;
2138N0892605U;;;;;
2238N1642109X;;;;;
2138N0858615M;;;;;
2138N0333452X;;;;;
"Bâtiment C""";;;;;
2338N0241255Y;;;;;
2238N1217358I;;;;;
2138N0575238J;;;;;
2238N0757129F;;;;;
2338N2981496V;;;;;
2238N1146608E;;;;;
2338N0729286J;;;;;
2338N3466350B;;;;;
2338N0977908T;;;;;
2338N0790838T;;;;;
2338N2154337A;;;;;
2338N3073360B;;;;;
2238N1417462Q;;;;;
"Opération Coeur de Village""";;;;;
2238N1914058M;;;;;
2338N2154339C;;;;;
2238N2447185J;;;;;
2338N1844177U;;;;;
2338N2456855I;;;;;
2138N1042681Y;;;;;
2338N1528486V;;;;;
2238N1568520O;;;;;
2438N1559275B;;;;;
2238N1003869F;;;;;
2438N2221404O;;;;;
2338N0818987K;;;;;
2238N1456886Y;;;;;
2438N1277391J;;;;;
2138N0142920T;;;;;
2238N2358048A;;;;;
2338N0042427S;;;;;
2138N0944812T;;;;;
2338N3407760P;;;;;
2138N0532073E;;;;;
2238N2756609H;;;;;
2238N2869347J;;;;;
2238N2573050I;;;;;
2438N0383090E;;;;;
2238N2265170U;;;;;
2238N2291276W;;;;;
2138N0655524H;;;;;
2338N0884828T;;;;;
2238N1619302S;;;;;
2238N1909308U;;;;;
"Rue de la Palloudière""";;;;;
2338N2560477U;;;;;
2238N1313719N;;;;;
2238N1182334G;;;;;
2338N0790908L;;;;;
2338N1982166B;;;;;
2338N1847420N;;;;;
2338N3992748D;;;;;
2238N2072046Y;;;;;
2133N0542983P;;;;;
2238N2641861X;;;;;
ZAC Blanche Monier 6 et 8 Rue Joseph François;;;;;
"Girot""";;;;;
2238N2265200Y;;;;;
2238N2266908Q;;;;;
"Le Bourg""";;;;;
2138N0553896N;;;;;
2138N0345824T;;;;;
2338N3871413K;;;;;
2338N2465536F;;;;;
2238N1155472C;;;;;
2138N0893816J;;;;;
"Avenue de la Muzelle""";;;;;
2238N1426622Y;;;;;
2238N2809884I;;;;;
2238N1219466K;;;;;
2238N0580710W;;;;;
2238N0580716C;;;;;
2438N1448747Z;;;;;
2338N2339227E;;;;;
2238N1449711Z;;;;;
2338N2552593O;;;;;
2238N3118657F;;;;;
2138N0466642P;;;;;
2438N1987788I;;;;;
"Loitssement le hameau de Belle-Rive""";;;;;
2238N0580670I;;;;;
2238N1113939R;;;;;
2238N0367928Y;;;;;
2138N0346830L;;;;;
2238N0968247D;;;;;
2338N3180071I;;;;;
2238N0580542K;;;;;
2338N2088201I;;;;;
2438N0821075T;;;;;
2138N0109588T;;;;;
2338N3212484Z;1595;478;0;;
2238N3118825R;;;;;
2238N1324642Q;;;;;
2238N0500649P;;;;;
2238N1355332A;;;;;
2338N0849176N;;;;;
2238N0044686O;;;;;
2338N3560815I;;;;;
2338N1403596J;;;;;
2338N2969559S;;;;;
2338N0977909U;;;;;
2138N0895476F;;;;;
"Avenue de la Muzelle""";;;;;
2438N1111915X;;;;;
2138N0257194X;;;;;
"Lieudit Les Granges""";;;;;
2438N2097897H;;;;10566014.1;883722.1
2238N0429019P;;;;;
2438N0791066O;;;;;
2238N2552474Y;;;;;
"Rue de Nantes""";;;;;
2238N2291261H;;;;;
2338N2220529W;;;;;
2138N0899986R;;;;;
2238N2855380E;;;;;
2238N0402563B;;;;;
2238N2265118U;;;;;
2238N1568532A;;;;;
2138N0564376P;;;;;
"10 rue du Garat""";;;;;
2238N0402659T;;;;;
2438N2250995R;;;;;
2338N0799145G;;;;;
2338N2686442P;;;;;
2438N0396880O;;;;;
2438N0033115P;;;;;
2438N0247974K;;;;;
2138N0772574F;;;;;
"Rue Gay""";;;;;
2138N0652070L;;;;;
2338N4105235O;;;;;
2238N0779361H;;;;;
2238N0333025N;;;;;
2238N2272749H;;;;;
2338N0099121G;;;;;
2138N0660113U;;;;;
2338N0502649O;;;;;
2338N4451381W;;;;;
"Lotissement le domaine des Aberoux""";;;;;
2438N0821103V;;;;;
2338N4095188D;;;;;
2207N0395401K;;;;;
2438N1482704A;;;;;
2138N0648673U;;;;;
2438N1501843D;;;;;
2338N3920232B;;;;;
2138N0965806F;;;;;
2338N2465912R;;;;;
2338N1906211S;;;;;
2438N2247394E;;;;;
"ZAC de Pierre Louve""";;;;;
2438N0722340G;;;;;
2469N0479929Y;;;;;
2238N1253822U;;;;;
2238N2310679D;;;;;
2438N1341860Y;;;;;
2238N1580615T;;;;;
"Résidence Gueta""";;;;;
2338N0247195K;;;;;
2338N4306339I;;;;;
2338N1553389Q;;;;;
2238N2809891P;;;;;
2238N0331359L;;;;;
2438N0261019D;;;;;
2238N2265114Q;;;;;
2438N0280161J;;;;;
2238N2265142S;;;;;
2438N2841594A;5297;728;0;;
2338N0781367M;;;;;
2238N1219072G;;;;;
2338N3520505Y;;;;;
2238N2007570C;;;;;
2238N1426585N;;;;;
2238N0131376U;;;;;
2138N0858620R;;;;;
2138N0455361S;;;;;
"AVENUE DU RIF NEL AMONT""";;;;;
2438N2221078A;;;;;
2238N0990948G;;;;;
2238N2283795D;;;;;
"Le Bourg""";;;;;
2338N1930462L;;;;;
"LOTISSEMENT LA GARINIERE""";;;;;
2338N0728538P;;;;;
2238N0978304Y;;;;;
2338N1674268V;;;;;
Bâtiment B;;;;;
"71 avenue de Claix""";;;;;
2338N2326569I;;;;;
2438N1446940M;;;;;
2238N0590616W;;;;;
2238N1203452M;;;;;
2238N1087883N;;;;;
ZAC DES 7 LAUX;;;;;
"SITE DE PRAPOUTEL""";;;;;
2238N3118699V;;;;;
2338N4063181C;;;;;
2238N0565597P;;;;;
"Rue Auguste Delaune""";;;;;
2338N3871540H;;;;;
2338N2135167S;;;;;
2438N0261038W;;;;;
2438N0095287V;;;;;
2238N1366416I;;;;;
2238N0333034W;;;;;
2238N2418665L;;;;;
2138N0773676P;;;;;
"Rue Gay""";;;;;
2238N0131382A;;;;;
2438N1044845H;;;;7585165.6;1216235.8
2238N0377982Q;;;;;
2238N1694786Y;;;;;
2338N2564983C;;;;;
2238N3044762C;;;;;
2138N0622663K;;;;;
2138N0127510B;;;;;
2338N0977894F;;;;;
2238N0241704E;;;;;
2238N2552499X;;;;;
"Rue de Nantes""";;;;;
2238N0403421B;;;;;
2338N1844216H;;;;;
2338N2560472P;;;;;
2238N2813952U;;;;;
"Le Buyat""";;;;;
2238N1313777T;;;;;
2338N1981432V;;;;;
2238N2291337F;;;;;
2238N0812261R;;;;;
2238N2358075B;;;;;
2338N3146820L;;;;;
2338N3126373A;;;;;
2438N1184100G;;;;;
2238N0965270Q;;;;;
2238N0198203B;;;;;
2138N0858630B;;;;;
2338N3202343Y;;;;;
2238N1522207H;;;;;
"Opération Coeur de Village""";;;;;
2138N0196655M;;;;;
"Les Contamines - Quartier de Môles - BATIMENT A""";;;;;
2338N4066130N;;;;;
2438N0350872A;;;;;
2238N0446430G;;;;;
2438N0351381P;;;;;
2238N1126593J;;;;;
2138N0755926X;;;;;
2238N0578728Q;;;;;
2238N1143148C;;;;;
2338N4314824R;;;;;
2338N3871398V;;;;;
2338N3257217M;;;;;
2138N0354147W;;;;;
2238N0580577T;;;;;
2438N3297572Q;;;;;
2262N1601139B;;;;;
2338N0906306V;;;;;
2238N3118652A;;;;;
2238N1417458M;;;;;
"Opération Coeur de Village""";;;;;
2338N0790903G;;;;;
2138N0458861I;;;;;
2338N2542423K;;;;;
2138N0772711M;;;;;
"Rue Gay""";;;;;
2238N0772494E;;;;;
2238N1381789P;;;;;
2338N2431633G;;;;;
2238N0519878E;;;;;
2238N1114092O;;;;;
2438N1645079F;;;;;
2238N0760161V;;;;;
"RUE DES ECOLES""";;;;;
2338N2560438H;;;;;
2238N3079785D;;;;;
2338N0124503M;;;;;
2238N1972732E;;;;;
2138N0858632D;;;;;
2238N0987327Z;;;;7247455.6;1122248.7
2238N3118728Y;;;;;
2138N0652064F;;;;;
2238N0952207F;;;;;
2138N0892608X;;;;;
2238N0449422I;;;;;
2138N0915662P;;;;;
2238N1018393V;;;;;
2438N0261108O;;;;;
2238N2855432E;;;;;
2238N0526188W;;;;;
2338N0992102R;;;;;
2438N1482723T;;;;;
2338N1788371K;;;;;
2138N0756032Z;;;;;
2438N0280237H;;;;;
2338N0992132V;;;;;
2338N4082367A;;;;;
2338N2429516V;;;;;
2338N1132482X;;;;;
2138N0982994H;;;;;
2238N0580615F;;;;;
2438N1892813L;;;;;
"LES VILLAS CELESTES""";;;;;
2238N1642087B;;;;;
2438N0355134Y;;;;;
2338N2560483A;;;;;
2338N1484160Z;;;;;
2338N0790934L;;;;;
2338N2605983A;;;;;
2338N1038946J;;;;;
2238N0403281R;;;;;
2238N1088000A;;;;;
ZAC DES 7 LAUX;;;;;
"SITE DE PRAPOUTEL""";;;;;
2338N0550572T;;;;;
Bâtiment A - Appartement N° A4;;;;;
"Rue de la Peyrouse""";;;;;
2338N3567899U;;;;7507003.4;1239698.3
2338N1915013G;;;;;
2238N1217350A;;;;;
2238N2628480G;;;;;
"Rue de Nantes""";;;;;
2238N2205784S;;;;;
2338N2192362N;;;;;
2338N4082243G;;;;;
2238N0775362M;;;;;
2338N4151763C;;;;;
2238N0986322I;;;;11291670.4;1127057.8
2138N0451990B;;;;;
"AVENUE DU RIF NEL AMONT""";;;;;
2138N0782405I;;;;;
2238N0241709J;;;;;
2438N2065532M;;;;46884897.9;1082092.3
2238N0174541Z;;;;;
2438N1111431H;;;;;
2238N2470478G;;;;;
2138N0835877Y;;;;;
2238N0814757R;;;;;
2338N4178577K;;;;;
2438N1299093B;;;;;
2338N3546880J;;;;;
2138N0333462H;;;;;
"Bâtiment C""";;;;;
2238N1932636A;;;;;
2338N1132485A;;;;;
2438N3638386W;;;;;
2238N0198207F;;;;;
2138N0409154N;;;;;
2338N0433477C;;;;;
2238N0402630Q;;;;;
2338N1981453Q;;;;;
2238N2849519T;;;;;
2338N0513951G;;;;;
"2 Rue du Muret""";;;;;
2238N0567100K;;;;;
2238N0714387H;;;;;
2338N0145721O;;;;;
2138N0471017W;1646;552;0;;
2438N0475908C;;;;;
2438N0187027H;;;;;
2438N1277365J;;;;;
2338N4178569C;;;;;
2238N2728292E;;;;;
2438N4431116M;;;;;
2238N1146579B;;;;;
2138N0142097C;;;;;
2338N1032746X;;;;;
2238N1155572Y;;;;;
2238N1526419H;;;;;
2438N0211161N;;;;;
2138N0346821C;;;;;
2238N3118767L;;;;;
2238N3118515T;;;;;
2138N0893606H;;;;;
2238N1578776A;;;;;
2238N0131412E;;;;;
2438N1960166Y;;;;26263189.5;963552.6
2338N1680760N;;;;;
Bâtiment C;;;;;
"65 avenue de Claix""";;;;;
2338N0446017K;;;;;
2138N0346803K;;;;;
2338N0886064H;;;;;
2438N0791031F;;;;;
2338N0856136F;;;;;
2238N1217328E;;;;;
2338N1898013K;;;;;
2238N3118721R;;;;;
2238N1028621F;;;;;
2338N0972650N;;;;;
2338N0418578B;;;;;
2138N0878474H;;;;;
2138N0473925S;;;;;
"67/85bis Cours de la Libération""";;;;;
2438N2152710M;;;;;
2338N2192449W;;;;;
2138N0418697O;;;;;
2138N0115130X;;;;;
2238N1018356K;;;;;
2338N1032647C;;;;;
2238N2552497V;;;;;
"Rue de Nantes""";;;;;
2238N1956245B;;;;;
2238N1139743D;;;;;
2338N0856155Y;;;;;
2238N0131372Q;;;;;
2138N0522031Y;;;;;
2338N4094840T;;;;;
2338N3676157O;;;;;
2338N3714845O;;;;;
2338N4171431O;;;;;
"140 Route de Lyon""";;;;;
2238N2730832W;;;;;
2238N2164898E;;;;;
2138N0142857I;;;;;
2438N0821106Y;;;;;
2338N0790882L;;;;;
2438N1960190W;;;;26263189.5;1228015.6
2238N0290914W;;;;;
2438N1219597N;;;;;
2438N2640285J;;;;;
2338N2465596N;;;;;
2238N3005666K;;;;;
2238N0360047V;;;;;
"Chemin de Parassac""";;;;;
